reviewText,AspectTerm,Sentiment
"The bathroom was a bit small , but it was good to have a refrigerator , microwave and even a coffee maker .",rooms design_features,neutral
"The concierge was able to recommend great restaurants and trips , and the hotel is right next to lots of the sights , and the cable car turnaround",service general,positive
"My pet store does not keep much in stock , so I was thrilled to find it on amazon !",amazon availability,positive
The rooms were small but nice and clean and modern .,rooms design_features,negative
"It expands the single USB port, to two USB, along with other ports that i really don't need. It feels like it's made of cheap material, but not fragile. It completely covers the bottom half of the volume rocker when plugged in (which is not that big of a problem for me). 3 USB ports would have been ideal.",USB port,neutral
Got it for my Nexus 10 and does not work at all.  It does work for my Galaxy SIII.  Too bad but not a total loss.,Galaxy,neutral
Keep in mind that this is 25 feet long if you pull on the cord enough to stretch it out that far.  But then the phone starts to come your way.,phone,neutral
"Please note that this food is not meant as a dish all unto itself , but rather , it is a food topper to go with dry food nuggets .",food general,negative
"Also , while I expect to pay more for room service , internet access , and hotel cars in a more expense hotel like the Four Seasons , the prices seemed a bit excessive : $ 50 for a room service dinner of one beer , one bowl of soup , and a sandwich and $ 25 for wireless internet access .",hotel prices,negative
Does not say anywhere as CAFFEINE FREE .,food quality,negative
"This pen works, both as a pen and as a capacitive stylus, but why does the stylus tip have to be squishy?",capacitive stylus,neutral
"I love the design, but the cord is SUPER short. I originally ordered these because of their style and I'd be okay with them being on top of the desk for the plugs, but the cord won't reach to the outlet.",plugs,neutral
"The rooms were the smallest I have ever seen with sealed windows , loud air conditioning , amenities ( loosely used ) from the 1950s and room keys that did not work .",rooms general,negative
"Unfortunately this made the hotel seem less diverse , whereas Florence is very diverse !  ! The rooms are large , but some features such as bathrooms do need updating .",rooms design_features,positive
"The texture is chewy , not crisp as one would want in a rice cake .",food quality,negative
The breakfast buffet served almost everything you could want .,food_drinks style_options,positive
"The rooms are standard , but the bathrooms are exceptionally big and nice .",rooms general,neutral
Installs easily on my 24 inch Dell Monitor. Sound is ok for watching DVD movies but not that loud. Good for late night movies....,Sound,neutral
No integration with Windows 7 without additional software = -1 starStupid track managemet = -1 star.Very complicated to use.,software,neutral
"Great Location , clean and reasonable Two of us stayed here at the Hotel Plaza Mayor just when they were completing some exterior renovations .",location general,positive
The rooms were small but adequate and the breakfast room was a bit of a squash but otherwise no complaints .,hotel design_features,neutral
"I bought these to play video games and watch TV when my significant other is sleeping.  The audio quality is not very good, but they do serve the purpose.  Basic audio for quiet listening.",video games,neutral
Tiny room with many ants The room wasn ' t available to check - in until late afternoon .,rooms cleanliness,negative
"I would have expected this from an older hotel outside the city , but not for the high price we paid .",hotel prices,negative
"It ' s labeled medium - hot but I found it to be a little spicier than expected ; not to worry though , I toned it down by adding a tsp of lite sour cream - yum !",food quality,neutral
"Our room was large , decorated with period furnishings / antiques and the bed was the most comfortable we have had at any hotel .",rooms design_features,positive
Great quality and flavor !,food quality,positive
"Pros: really compact, no drivers to install - just plug it in (Win XP)Cons:- short: would it be little longer it will fit much more comfortably in hand- wheel scrolling is little too tight to my taste- ***side buttons*** will be very helpful for browsing!",Win XP,neutral
"I was disappointed to have it discontinued from my "" Subscribe and Save "" selections .",amazon availability,negative
worked okay but only lasted a month ordered 2 had to return one within 2 weeks and then another one in 30 days after receiving them,worked,neutral
"Don ' t expect great service , though it is not the worst .",service general,neutral
It causes heartburn .,food general,negative
"Color coded stapes. Wow what can we say, you strap one color at one end, and then the other. Easy to find the ends",Color,neutral
"We switched the next night to a courtyard room , but you still get some reflected traffic noise .",rooms comfort,negative
"The third attempt was the Coconut Creme Pie , which had a mild coconut flavor .",food quality,negative
"The rooms are pretty old , but clean .",rooms design_features,negative
"That said , those minor flaws : as in other hotels , rooms vary in quality from tired and jaded to newly refurbished with Tuscan pain effects - so negotiate for the better ones .",rooms quality,negative
"The cheddar flavor is kind of like different - shaped cheetos , quite tasty .",food style_options,neutral
Much better than their tea bags .,food general,positive
Definitely recommend .,hotel general,positive
Its smooth and mild with a slight hint of columbian coffee body .,food quality,positive
But the rooms can be very damp and musty - and I ' ve stayed in this hotel on about 8 separate occasions now .  .  .  .,rooms cleanliness,negative
I highly recommend it .,food recommendation,positive
I ' ve never given a poor review before but these olives are so awful,food general,negative
"I don ' t know if it ' s different ingredients or my faulty memory , but the stuff is terribly disappointing , and borderline disgusting .",food general,negative
Very close to everything .,location general,positive
This isn ' t a Dijon - style mustard and there is no hint of horseradish .,food general,neutral
"USB drives aren't only about their storage capacity, they are about the data transfer rates as well.  To fill up this 16GB card, it will take 5-10 minutes.  There are other drives out there than can fill it up in a minute.  I'd personally suggest you look for another drive.",storage capacity,neutral
"I agree with a previous reviewer . grains , beans , and lentils seem like an unusual combo to me , but this soup mix is really good !",food general,neutral
These SmartFries are so awsome !,food quality,positive
"I was able to pick up some stations but only in one room of the house which wasn't the room I needed. So I returned it. Looking at a couple other options but in Alaska, an outdoor antenna might be the only option that works.",antenna,neutral
"The batter works, but it's hard to rate a battery, because I am looking for something with a long life and I've just had this battery for a little over a week.",battery,neutral
Great little hotel I have just returned from a weekend in Barcelona and this hotel was great for my stay .,hotel design_features,negative
"Great location , excellent service , clean / modern facilities , good Western - style restuarant for buffet breakfast , luxury shopping within the hotel .",facilities general,positive
His coat is shiny and he doesn ' t have any digestive issues .,food general,positive
"The product is just ok , but being hounded to leave reviews / feedback prevents even a three star review .",food general,neutral
"If one attempts to rationlize this selection as I do , you conclude that the jalapeno in the jar is one expensive pepper , albeit beautiful , since it displaces one of the seven fillets of truly delectable yellowfin tuna .",food prices,negative
"This case is as expected - a solid case to keep discs safe in the mail. Nothing stellar, but not too cheap, either.",case,neutral
"The room was clean , with a good shower and the staff were friendly .",service general,positive
I subtracted one star from the review because of the ridiculously pretentious ad copy on the box .,food general,negative
We will keep buying these for sure !,food general,positive
It protects the screen. That is what it was purchased for and that is what it does. That is all.,screen,neutral
Radio control does not work with iPhone 4S or 1st gen iPod Touch in our 2010 Kia Soul. It does charge and works as an AUX cable.,AUX cable,neutral
"Unfortunately , as much as I wanted to like these , they didn ' t taste like food - hard to describe , but the ' primal ' branding doesn ' t help as I did feel like I was eating something I wasn ' t supposed to .",food general,negative
"Amazon product page stated that the protector sleeve is antistatic, but there product arrived practically unlabeled and I didn't notice any indication that it, indeed, was antistatic.Other than that, it fits 3.5 drive well.",protector sleeve,neutral
I highly recommend .,hotel general,positive
"This cable is exactly what I wanted, shipped fast, and works.  HOWEVER, the black piece on the lightning adapter doesn't fit into my lifeproof case.  This is NOT convenient!  I certainly don't want to pop my lifeproof off every time I need a charge.  Not sure if it fits with an Otterbox.  I guess I'll keep it as a backup.",Otterbox,neutral
Pros: CheapCons: Must use laptop IDE cable or extra cost adapter if using in desktop machine.  You will only get Ultra IDE xfer speeds w/ultra IDE (266X or Extreme IV) CF card AND ultra IDE - rated cable,CF card,neutral
We not only save money on the dog food but also on the gas that we don ' t have to use in going back and forth to the pet store .,amazon availability,positive
I like ginger beer - but was disappointed in this ginger ALE .,food general,negative
"Excellent Hotel Great hotel , with very good service , clean rooms - small but very comfortable . The",rooms comfort,positive
Our rooms were spacious and spotlessly clean .,rooms cleanliness,positive
The price was right .,hotel prices,positive
The bag is fresh but the contents just taste like rancid coconut .,food quality,negative
I ordered 3 bags or 7 .,amazon availability,positive
We love it and make sure we always have some on hand .,food general,positive
"This product seems to scratch kind of easy when placed over your tablet and given to a kid to play on.  On the otherhand, it still does its job and that job is to protect the natural screen.",screen,neutral
I was really disappointed with it .,food general,negative
The price is very reasonable as well .,food prices,positive
"The dogs love the taste , and Wellness brand is excellent quality .",food quality,positive
"The case fits snugly with my u-Tough 8000 camera but does not provide the amount of protective cushioning that I would have liked. I guess the u-Tough was designed to withstand heavy wear and tear but I'd say at best, this case helps to protect the screen and camera body from scratches. I wouldn't have much confidence in the case from protecting the camera from drops.",screen,neutral
"The staff were rude , spiteful , and went out of their way to make my stay unpleasant .",service general,negative
"This may sound insignificant , but for a hotel that bills itself as a preferred business address and has no internet and no business center , this hotel gets a big fat zero .",facilities general,negative
When it comes to a filter I guess you get what you pay for its hard to put screw on to the camera lens.,filter,neutral
The only thing that the hotel could improve on was seating in the main lobby -  - there is a couple of chairs and a couch and alot of empty space .,facilities comfort,neutral
But the rooms can be very damp and musty - and I ' ve stayed in this hotel on about 8 separate occasions now .  .  .  .,rooms cleanliness,negative
"The staff and service at the Regent cannot be faulted , but we were disappointed to hear upon our arrival that the pool was closed for renovations .",facilities general,negative
I love this flavor ; it ' s one of my favorites put out by Crystal Light ( it ' s still available at some stores as well as on Amazon ) .,food general,positive
I selected these Slim Jim sticks to try because the Jack Links X - Sticks Bacon Cheddar flavor I usually buy was out of stock .,amazon availability,negative
This coffee is strong - so if you like a mellow coffee try a different Coffee People blend .,food recommendation,neutral
"Unfriendly staff ( except the shop keeper who ' s very helpful )  , special mention to the manager who is especially rude and unhelpful to his guests .",service general,negative
"But Vanilla isn ' t a bold new taste sensation ; it ' s a , well , plain - vanilla product that most bakers will use in quantity .",food general,neutral
This Tassimo Maxwell House Large Cup T - Disc makes a decent cup of coffee .,food general,positive
This replaced a more sophisticated keyboard that failed.  I miss features like speaker control and keys for e mail and internet.,internet,neutral
"Room was very small but was perfect for us , it had all we needed including a minibar and a very nice bathroom .",room_amenities general,positive
"Got this for a friend who's wifi switch on his laptop broke in the off position.  He uses win 8 and Linux. He reports that in Win 8, he constantly has to pull the card in and out, other os will lag and freeze up. (Probably a driver issue)He also mentioned that is a Broadcom chipset...which is apparently difficult to get to work in linux and theor no updated drivers for either Linux or windows.",win 8,neutral
Onsite pub has great prices and the free hot breakfast buffet is excellent .,facilities prices,positive
These are ok earbuds.  they are a little slick so if you start to sweat they will want to slide out of your ears,earbuds,neutral
It connects to USB 3 on the outside but the drive inside is SATA II (3gps). So you'll never see faster than 3 gps with this unit.,USB 3,neutral
The room was small but clean and comfortable with a good range of toiletries etc .,rooms design_features,negative
i was looking for protection not perfection and this works but it is a bit of a pain to get on I was glad it came with 3 because I will be changing it later do to the dust that got trapped under it when trying to get it on,protection,neutral
This is typical of the other Kraft Skillet dinners .,food general,neutral
Great parisienne decor and wonderfully attentive staff .,hotel design_features,positive
He told me the ribeyes were small and thin .,food style_options,negative
"To make an iPhone/iPod charger cable with a rectangular plug is way silly.This cable will not work with an OtterBox full plastic and silicone case.I can't take it out of the case every time I want to charge.I have several other cables that have the rounded plug and they work just fine with the OtterBox.If you don't have a case that covers the cable jack on the device, this item should work very well for you.",cable jack,neutral
Our dog loves the taste of these treats .,food quality,positive
"I wish I would ' ve gotten pieces or a bag without any of it considering this is pretty damn expensive stuff , but it is good .",food general,positive
This should not deter anyone who really wants to benefit from all their healthy goodness .,food general,neutral
This soup arrived smashed and leaking out all over the box .,food general,negative
"Just to be clear , this isn ' t a PACK of bars like in the picture .",food general,negative
i much rather buy a pocket mirror because this the ipod has to bee in full brightness for me to see the screen well enough in a bright room or outside in the day. and this drains my battery really fast. and when you lower the brightness in a dark place and did not change the setting before coming out in the sun it is imposible to see the screen making it imposible to increase the brightness,ipod,neutral
"These are the large soft variety of gummy to you find in many store brands , as opposed to the small harder variety of the Haribo .",food style_options,negative
99 for 20 bags !,amazon prices,negative
i felt sufforcated and the room was not clean we stayed,rooms cleanliness,negative
"We got great service , a great view , a terrific location and a few other things that are unusual for big city hotels ( e . g .  , the pillow menu and the emphasis on physical / health activities )  .",location general,positive
To the guy who gave this a two star rating because they changed the flavor from the 80s ?,food quality,neutral
"Front desk staff could not have been more helpful and have a sense of humour , the concierge knew the answers to the questions we had , and the room was quiet and clean and comfortable .",rooms cleanliness,positive
I would not recommend this hotel .,hotel general,negative
"Its location was fantastic , close to all the attractions , and transport via the Metro is literally 30sec away .",location general,positive
"Works great with my iPad 4 for importing photos from SD or micro-SD cards.  Have not tried the USB connection to a camera.  However, USB port does not work with a flash drive or with a USB keyboard (contrary to advertisement).",micro - SD,neutral
Before you use this. Hard drives have metal outsides. When you put this on it shorts on the metal and fries the adapter board. Put electrical tape on the solder points on the back. But it worked fine before that happened.,solder points,neutral
"were extremely helpful , from the concierge to the bell - boys .",service general,positive
"This USB 3.0 hub worked fine for about a week, then stopped powering my portable USB 3.0 hard drive. Memory sticks and my card reader still worked fine, but it wouldn't power the drive anymore. Returned for a unit with a heftier power supply.",USB 3 . 0 hub,neutral
They didn ' t mass produce Sweet Baby Rays until the mid 90 ' s so your product review is based on a completely different product or you clicked on the wrong link / product to review .,food general,neutral
"The hotel offers a quiet refuge just off busy Orchard Rd , but is showing its age and looks like it needs a rehaul .",hotel design_features,negative
"Normally, a flash drive simple works, and there isn't much to say about it. The problem with this drive is the cover over the plug end. The cover doesn't lock into place, but rotates freely around the connector. As a 'permanently' attached device its fine, but if you plan on using the drive for transporting files, get a different drive where the cover locks in place.",connector,neutral
"Checking in was very easy and the people in the hotel very helpful on where to go what to see and what lines to take on the trains etcOn entering the room i was gobsmacked Very spacious , Clean and the view was incredible ( 33rd Floor ) Overall i cannot rate this hotel highly enough due to",rooms general,positive
I cannot believe that this is all natural !,food general,positive
Just tastes like a bunch of seeds stuck .,food quality,negative
"I bought the Westinghouse TX-42F430S 1080p television and this HD-DVD unit.  But, the two hate each other and I could not get any video.  This is also well documented in the AVS forums.  I don't know which to blame.  Probably the TV.  But I wanted to warn everyone.",forums,neutral
Not that vanilla tasting either .,food quality,negative
"Got the phone in the retailer box, unopened. Loved the pricing! Took awhile to navigate the phone and learning what does what.It's a OK phone, not to thrill with windows 8 on it. Can't complain, anyways I won't be the one using it.",windows 8,neutral
Musty smell in some halls - shower only bathrooms - small elevators - smelly gym,facilities design_features,negative
"I bought it to replace my G5 that I had for 5 years and I can only say that I miss my G5, this MX518 feels a little cheap, its not as accurate as my old G5, maybe I am just used to a better quality mouse.It works fine, just does not feel expensive in any way shape or form.",mouse,neutral
"Amazon states a list price of  $474.95 but this is wrong. The Polk Audio site states a list price of $799.90 per pair, which when divided by two is $399.95, exactly the price that Amazon is offering for one speaker.",price,neutral
"If you liked the McDonaldland Cookies as a kid , go for the Elfin Crackers , they are very similar in flavor .",food quality,neutral
This was the perfect relaxation 3 - day getaway we needed .  .  . and still relatively close to the Dolphin Mall and South Beach .  .  .  . would definitely reccommend the hotel !,hotel general,positive
get more than you pay for !,hotel prices,positive
A carton twice the size of the inner package of cans with a few sheets of air bubbles .,shipment quality,negative
"These are way too expensive, however they are awesome, possibilities are endless,Can be used with a lighting stand and the actual clamp can be used to hold an external battery pack, Don't leave home without one of these or a magic arm.",lighting stand,neutral
"Bought this case as it was recommended for the ASUS Memopad, however there is no hole for the charging cord or the headphones. I had to make the holes myself. In the future I will buy the cover at the store so I can see if it is the correct cover for my tablet. Too late now.",charging cord,neutral
"I ' d have this down as a 3 star rather than 2 . 5 . Received a warm welcome on arrival , and we were able to check - in despite arriving early , lots of information offered by the reception staff and secure underground parking ( for $ 16 per day )  . Room was clean but not huge .",service general,positive
The museum next door was also nice .,location general,positive
I tried this with very high hopes but it just have a weird tangy taste to it .,food general,negative
Buy them now !,food recommendation,positive
I ' ll stick with that I guess .,food general,negative
Breakfast was great and the service was wonderful .,service general,positive
Food products that has an expiration date should be checked properly before sending out to customers .,food general,negative
I think they are plenty sweet and delicious .,food quality,positive
"Expensive for me since I am in Canada , but totally worth it !",food prices,negative
In one Word Horrid !,hotel general,negative
"It does get the remote out of your hand, which is nice.  Trying to use the remote as a pointer is a lot more challenging but may improve with practice.",pointer,neutral
"Pros:LongGood, functional connectorsthin cable (approx 3/16"")lightweightcompactno RF chokes that make the cable fatter (can be passed thru a hole just large enough for the mini HDMI connector)appears to send video and audio fineinexpensivefast deliveryConscable is very stiff. May be best for a more permanent install.does not coil well and can kink",mini HDMI connector,neutral
"This is an ok cable, but for the cost I don't recommend it.  I have an HTC Rezound, which is very power hungry.  The cable cannot charge as fast as other cables I have, which means it cannot handle the full 1A draw of the phone.  It's not as bad as the $.50 cables you can get on auction websites, but for the price I expect them to be premium construction and clearly they aren't.",cable,neutral
"Quick , convenient , and delicious .",food general,positive
"Probably should have just used a compatible BT keyboard, but purchased this with a Samsung HDTV and BD player.  Some lag on BT keystrokes.  Swipe pad works like the Samsung remote, so that is a small bonus if you like to swipe.",BT keyboard,neutral
"Regardless , I would never purchase this product again because I don ' t want to risk my cats getting sick from it .",food general,negative
"As long as your understand how to lock the legs, its fine.  I packed it all around my cruise ship and on shore, worked fine for me.  My canon rebel was almost too heavy but it worked out.",canon,neutral
"Judging on nutrition and taste alone , I felt like they should have tasted better for the number of calories they had .",food quality,neutral
"Luckily we weren ' t going for GF , just Wheat - free , so I was able to salvage it and the taste was okay ; wasn ' t really pizza dough . but for my son who hasn ' t had a pizza in two years it was acceptable .",food quality,neutral
"The staff was friendly , the room was small but cute , cozy and clean and the perfect amount of space for the two of us , the breakfast was delicious and an awesome start to the day :  )",service general,positive
"They taste like they contain dark , as opposed to the easy - to - find milk , chocolate .",food quality,neutral
I LOVE the healthy ingredient list .,food general,positive
We would definitely stay here again .,hotel general,positive
The room was spacious and elegant and their committment to the environment was impressive .,rooms design_features,positive
I stayed for 4 nights and am pleased to report that the room was cleaned every day and fresh towels were also provided daily .,rooms cleanliness,positive
I expected more from Klipsch than this. I feel like the music is tinny and lifeless.  I like my $50 skull candy earbuds much better.  I do not feel these are much better (maybe a little) than the free ones included with most ipods.  Sorry guys.,ipods,neutral
"Also , while the room was non - smoking , the internal ventilation system seemed to draw in smoke from other rooms .",room_amenities general,negative
Expect the worst A change of plans had us cancel our stay at the Ace Hotel .,hotel general,negative
"Great Hotel , perfect location I ' ve just returned from a 5 night stay at the Omni and really if you want an excellent hotel in a great location this has to be your choice .",location general,positive
Average .  .  !  !  !  !,hotel general,neutral
"Overall , pretty good , just a shame they feel they have to rip off tourists who need to make urgent calls .",hotel prices,negative
They have a light crispy crunch to them and can be eaten without a beverage as they do not seem dry to my mouth .,food quality,positive
"My phone doesn't quite fit, and I wasn't quite as careful with it as I should have.I have a Droid Bionic with extended battery, which is a bit larger than the iPhones. So the grip... almost works.The base works quite well, but here's a caveat... Don't drop the base when it's in the open position. Else your base will split apart and it's all over.",battery,neutral
I sought the ingredient information and I am thrilled to find this to be a sugar - free product ! !,food general,positive
McCormick spices aren ' t exactly world - renowned for bringing bold new taste sensations to the world .,food general,neutral
They are pretty hard and can sometimes by tough to break up but it ' s seems a small effort when I see how much the dogs enjoy these .,food style_options,negative
Thank you Amazon for offering this product .,amazon availability,positive
The only downside were the banging of doors late at night and in the early hours from other guests ' coming and going '  .,rooms comfort,negative
The sound is decent on these earbuds but for my use (mountain biking) they dont stay put in your ears.  I have some soft pads I will add to the buds to see if that helps but if you are looking for earbuds for active use dont get these.  The sound is decent but seems to be lacking in the midrange.  Bass and high end come through decent but the midrange gets washed out with my ipod shuffle.,ipod,neutral
"I just finished this coffee which was fine if you like a medium dark roast , nicely mannered , moderate taste to offer just about everyone .",food quality,positive
This does not tast anything like haribo from germany ! ! ! it is not eatable . . . do not buy if you know the real stuff .,food quality,negative
couldn ' t wait to leave this hotel although the views from our room were drop dead gorgeous,rooms design_features,negative
This was OK at the time but I wouldn ' t want to order more bags and find out they have technically expired .,food general,neutral
"This cable is short (18""?)and expensive. It is long enough for use in my truck since I have a center console but it would not be in my car. It does what is supposed to do, but for the money it should have been longer. My stereo supports SD card for music storage so I use that instead of the iphone for playing my stored music. Haven't had much need for watching videos but it is necessary for that.",iphone,neutral
"Product is good, only major complaint is one of the ""kick stands"" won't come out unless i take the bottom half of the case off then push it out; but other than that it's a good product",case,neutral
"Great views of the harbour / city , great service , great hotel , great room , great food , great bar , great facilities , great location , clean , comfortable , modern and the staff were always as helpful as they could be .",hotel comfort,positive
While this product was way better than the buttery oil topping / popping stuff from Orville Redenbacher  it didn ' t quite seem to get the popcorn to taste like popcorn from carnivals .,food quality,negative
Hotel and bar staff were extremely helpful and spoke excellent English .,service general,positive
"This cover is sturdy and has a good feel to it.  The light works OK - doesn't always provide the best lighting for the whole page.  All in all, I think it's too pricey for what it provides.  Might do better with a non-light cover and a little snap on light!",light,neutral
". . . . . . . . are great BUTthe powder is the best . good deal for sure  next time , it ' s the powder !",amazon prices,positive
"For the price it is just OK.  It is very lightly made and I doubt it can handle frequent business travel.  I use it to carry my 17 inch laptop from home to office occassionally.  It has a small amount of storage space in the front section with some pockets and slots, but clearly not for heavy use.",price,neutral
If you NEED something like this I suppose its an ok product for the money.Its cheaper and flimsy.Probably better off getting a regular sata hook up that has a connector for mSata.,sata hook up,neutral
This is the second time we ' ve stayed at the Wharf Inn .,hotel general,positive
"Hotel is on the noisest corner in Waikiki , Rooms have old chipped paint , smelly drain fron sink , poor beds , not very impressed at all .",room_amenities design_features,negative
"I like the design, but the iPod kept slipping out of the top, so I bought a tight fitting synthetic cover for about 99 cents and use the bottom to make it snug. Now it works great.",bottom,neutral
The service is really bad and not to mention things disappear from your room and,service general,negative
"The hotel is super , rooms were great , staff were friendly but the location was just fantastic as we managed to walk most places ( Times Square , Macy ' s , Rockerfeller , Empire State )",rooms general,positive
"Nice experience , nice price and excellent accomodations , although the lounge service was awful .  .  .",service general,negative
"This tripod is ok for it's price.  It's Chinese, not Italian.It does what it's supposed to, but I'm not too happy about a NASTY pinch I got when unlocking one of the levers.I would get one that has different locking levers.",locking levers,neutral
"the quality and the value is not that high than I expect... so sigh...I finally bought a another screen for it. so totally cost 400, I can use that for A CANON G15!",screen,neutral
"The concierge , the doorman and the cleaning staff were very friendly and attentive .",location general,positive
obviously the management have no grasp of hospitality unless they previosuly ran a prison or similar .,service general,negative
"ran out of towels at pool side , not enough waiters at poolside , rib eye steak for dinner poor , waited 45 min .",service general,negative
"This is one of the few sleeves I could find to fit my big ASUS G73JW series laptop. It's not very padded and doesn't offer much protection, but I suppose for the price you can't expect more. I haven't used it it enough to comment on it's durability yet.",price,neutral
The bedroom was big enough for the few days we were there .,rooms design_features,positive
This 5 lb bag is a LOT of chews !,food style_options,positive
"Maybe I got a bad batch , but whatever the case I certainly would not buy this brand again , and I learned not to buy items I ' ve never tried in such a large quantity .",food general,negative
"It is mild but strong enough in my humble opinion , but I hate starbucks coffee because it tastes too strong and burnt to me .",food quality,neutral
"only fault was the Neptune restaurant , the breakfast was great but the evening meal was terribly overpriced , and not that good . overall we have few if any complaints , cant wait to go back .",food_drinks quality,negative
i needed a cable asap my oem charger finally died so i needed one like i said asap i didn't read the details on this one but when i got the item i was little disappointed  the cable charger was so short but its doing what its supposed to so i like it,cable,neutral
It wasn ' t whole but the flavor was the way I liked it .,food style_options,neutral
"This silicone sleave was clearly designed for the original Sansa clip.  It does work with the Clip+ and provides some minimal protection.  The armband is not long enough and is also of poor quality, but for the price, the overall purchase is an OK value.",Clip,neutral
"A couple of people in my family have strange reactions to MSG , and I wish I could get the soup without it .",food general,neutral
This is my favorite of all the Sparkling Ice flavors .,food general,positive
I found the room and beds to be a bit small by comparison to other hotels and the bar and lobby bar were a bit stuffy and boring for young people .,facilities design_features,negative
i have 3 of these LED lights.2 of them broke the hot shoe after first used.the LED light itself is great.i like the adjustable light output.but the plastic hot shoe doesn't last long!!anyone knows where to get a replacement metal hot shoe?,metal hot shoe,neutral
"not bluetooth mouse otherwise works okay.  You'll need USB port for this device, if you have limit number of USB port during travel then this product is not for you.",USB port,neutral
"room was very clean , the bed was huge , the buffet breakfast was brilliant and catered for every taste .",food_drinks quality,positive
Certainly better than the FM transmitters since this one links directly between the antenna & the radio but it still requires you tune to a FM station. Is not bad for a low cost solution but I found the gain adjustment was barely adequate and sound quality was just okay. Of course the advantage of having the stock radio is less likely to be a victim of car theft.,sound quality,neutral
works great for transferring movies from your computer to your Blue-ray player. Apparently I need more words for this to be submitted.,Blue,neutral
"They are stale , bruised and over - cooked .",food general,negative
"No matter where your room is , you are close to street level and traffic could be noisy at night .",rooms comfort,negative
Be wary !,hotel general,negative
I love the mild scent and silky feel of this product .,food general,positive
Sad that it is so hard to find these days but I love my Senseo machine .,amazon availability,negative
"the BREAKFAST is NOT INCLUDED , it ' s quite expensive at 12 euros .",food_drinks prices,negative
This product is an ok charge. The controllers don't fit to well and i can only get it to charge both if my controllers rarely.,charge,neutral
Bought this for a kitchen tv to be able to play netflix while cooking or eating in there.  Easily hidden away in the back of the tv and you can't beat the price. If you have a smartphone or tablet this is a no brainer.,netflix,neutral
"My wife makes a great low carb snack by heating equal parts oil , semisweet chocolate chips , and chopped nuts ; puts them in cupcake molds and freezes .",food general,positive
small parking places ( it ' s exciting trying it with a bigger car !  )  +  +  + For,facilities design_features,negative
There also were not any cookies as stated in the product description .,food general,negative
"I tried coating it in peanut butter and he ate the first one , but the next time I tried he knew I was trying to trick him and wouldn ' t go near it .",food general,neutral
After booking in for business travel I was given a small rooom with barely enough space to walk around the queen size bed .,rooms design_features,negative
"The room was average , the breakfast not so bad .",rooms general,neutral
I used them for my sons first bday as we were having a very large party and didn ' t want to buy 20 mini cans but taste wise the quality was not there .,food quality,negative
"This could be a great oiled leather folio case, but the one I received was warped and didn't fit the iPad Mini properly.  With the warped shape, the Mini couldn't sit straight and the cover wouldn't close properly.",iPad,neutral
Good coffee and its a fair trade product so you can feel extra great inhaling the scent and complex yet simple flavors yet knowing you ' ve helped the earth and the people on it a bit in your small way .,food quality,positive
This is hands - down my favorite peach tea .,food general,positive
I would love to move in permanently .,hotel general,positive
"They are slightly redeemable if you let them sit open for a couple weeks , so I gave two stars .",food general,neutral
Other family members had spectacular river views through 2 huge windows in their rooms .,rooms design_features,positive
I wanted to connect multiple USB devices and some of them need charge but I was sadly faced with the fact that this device needs a power source in order to charge any device that is connected. It wasn't in the description wether or not this was needed. I would recommend looking for another one like this that comes with the charger.,USB,neutral
Kelloggs is an unacceptable choice as long as they refuse to fully disclose the true nature of their ingredients to consumers .,food general,negative
The room was a little dated but clean .,rooms design_features,neutral
It is the perfect small hotel with the emphasis on quality rather than quantity .,hotel design_features,negative
A whole lot cheaper at costco ! ! !,amazon prices,negative
"Very central to Union Square and transport links , I was very pleased with my find as we were so central ! Good bed in average sized room , very large bathroom , breakfast supplied in lobby in the morning",polarity positive,positive
"Excellent location This is a great hotel considering the rate , location and level of service .",service general,positive
I went looking and found it here .,amazon availability,positive
"It is a body cap, it's genuine, and overpriced like most Sony accessories. Still, it fits better than a third-party cap.",body cap,neutral
it works but doesn't support alternate operating systems.  it was purchased for use with the raspberry pi but doesn't provide support for linux.,raspberry pi,neutral
"To me , the taste is not overwhelming or bitter , and it is smooth and strong enough that I didn ' t feel compelled to add any sweetener .",food quality,positive
"This hotel has a good location , but not a lot else , it took the staff three goes to get us to the right room , including giving us the key to an occupied room , and keys that did not work .",service general,negative
"The accomadations , amedities , food and most of all the entertainment , made this resort a return vacation in the future .",hotel general,positive
"We love to give it for hostess gifts , teacher gifts and just for fun !",food general,positive
litly carbonated yet sweet not to sweet it does really taste like lime and it is a very good soda i love limes and 7up and ramune a japenese soda . if you like any of those u will love this stuff but dont buy it on amazon buy it at smith which sels them for 89 . c you have to use a bottle opener to open them enjoy,amazon prices,negative
"This is not "" rich espresso mellowed by a touch of cream "" .",food general,negative
Although hotel and roof top is a very nice amenity defintely stay away from their restaurant and their very arrogant mangager Alex .,facilities general,negative
Service in the desk is good and with a smile . De,service general,positive
This card is geart for camera usage and other devices. Very good value for money. I was not sure with capacity of card but found it to be sufficient. I would recommed 2 cards of 4GB each rather then one card of 8GB.,capacity,neutral
BOUGHT AS A GIFT AND THEY SAID IT WORKED VERY WELL,WORKED,neutral
"This was listed under full size mouse. I don't have big hands, but I find this mouse too small !",mouse,neutral
This hotel was excellent and exceeded are expectations .,hotel general,positive
The only drawbacks - which are no secret - are that the rooms are small ( although very well arranged ) and the bathrooms are shared ( or at least mine was )  .,rooms design_features,negative
My biggest complaint is the artificial sweetener .,food quality,negative
