reviewText,Sentiment,Aspect
"I use a car charger more than i use the wall charger, but the wall charger comes in handy at the house",positive,None
I bought this AC charger for my GPS so that I could charge it in the house when I get home from a trip instead of leaving it in the car to charge.  I would recomend this to anyone.,positive,None
"What can I say....it does the job with no problems.  Actually, since I use my Garmin a lot in my car, it keeps a charge without having to charge it at home.",positive,None
"This is not a Garmin charger ,it is a MOT-V3CE .It works ,but it not as advertised .This also doesnt matter but the light is Green not Red also as advertised",negative,None
I didn't expect this camera to  be as good as it is. Takes good pictures and videos. But I am glad that I didn't buy from Kodac: their price is pricey. I gave less than $100 and consider this money well spent.I would recommend this camera.,positive,None
"Well it seemed to be working fine for about six hours, then it began discharging my GPS completely.  Had to charge it several hours in car to get it working again.",negative,None
Just recieved my charger works fine ! did not understand all the negative reviews. can't beat the price. shipped on time. like HDE,positive,None
"First of all, this product charges my Garmin 1450 very slowly. I had it plugged in using this device for 3 hours and it still was not fully charged. You may as well use the blackberry cell cord to charge; it also takes this long to charge the device. The car charger will charge the 1450 fully in about 1 hour. Waste of my money.",negative,None
these were a great addition to my gps but i wish i didn't have to buy everything seperatly but this is necessary to the gps,positive,None
I bought the wall charger because I bring my Garmin into the house each night.  I thought it would be easier to have it charge at night for use the following day. Now I don't need to use the car charger unless the battery gets low during extended use.,positive,None
Works as escribed. Shiiping container damaged but no harm to the charger. I use it to charge my Garminwhen I use it at home.,positive,None
This product was ultra cheap at $3.18 however it didn't work. Apparently it is possible to spend too little. You get what you pay for! For $8.50 I purchased a plug adapter and lighter adapter that works by allowing a standard USB cord to be plugged into either. The alternate vendor's product worked well.,negative,None
"BOTTOM LINE>DOESN'T WORK AT ALL&lt;>DOES NOT CHARGE NUVI 1450&lt;SELLER TOOK MY MONEY, CAUSE NOT WORTH RETURNING. Plug it in, turns on, turns off, no charge. Can't even work on it while plugged in.",negative,None
"I don't use this very much, but when my Nuvi has sat in my car for a few months, I'll pull this baby out and let it charge overnight when I'm about to take a trip.  Works well with no problems so far.  A good buy!",positive,None
"does exactly as it is supposed to do, it charges the gps. best to leave it plugged in over night as it takes a while to do the full charge",positive,None
"It is designed to charge your GPS, and protect the GPS' battery. OF COURSE IT TAKES LONGER! Works fine. I love it. 'nuf said.",positive,None
Excellent. this product is lovely and is very good for use in my new iPhones and others thing to me,positive,None
"At a much lower cost than many cost this does the job very well if you want to do extended work with your Garmin GPS away from a car, like when I was adding all my addresses to it.",positive,None
It has worked well with no problems. That is the short and sweet. This sentence is added  to satisfy the word count.,positive,None
This unit works as advertised.  Not the best charger I have ever used but not the worst.  It allows me to keep my Garmin topped off with power prior to embarking on a trip.  (Could be real useful if you use your GPS city feature to explore an urban landscape by foot.)  All in all this unit has performed to expectations and is small enough to store with my other GPS accessories.,neutral,None
The charger that came with my Garmin was no longer functioning so I was pleased to find this item.  It is worth buying.  It was packaged securely and arrived very quickly.,positive,None
"Garmin Nuvi 800 series Standard Red LED Wall / AC / Home Charger is a time and Battery Saver, also, the price was right.I needed it for a phone and GPS battery charger.So far it's a work horse and worth the money, if you needed it of coarse.",positive,None
It worked perfectly. Nothing more that I could ask from a home charger. If you need one it will do the job.,positive,None
"It's a wall wart.  It's black.  It works.  It looks just like the ones for my pocket camera, iPod amp, cell phone... I'm going to have to start labeling these things.",positive,None
I used it once. Worked jus' real good.Can't find it now - it's probably with the 87 other AC adaptors I have because the idiots in the electronics industries can't agree on one or two standard charger voltages and connector shapes... grrrr....,positive,None
It's difficult to write a specific review for this product.  It either works or it don't.  It works.  That's what I want it to do.,positive,None
Very happy with it I bought this for my Garmin GPS it does what it should without any problems great price to,positive,None
"Installed into my Garmin 1450 and was able to download entire map of North America. Good price, quick delivery and happy customer.",positive,None
I uploaded All of United States and Canada via Garmin and have all the space I need for my GPS.,positive,None
I needed more memory in order to add additional coverage for my Garmin Nuvi GPS. This one did the trick.,positive,None
This is the card that is needed to fit the rest of the maps and traffic updates onto the Garmin nuvi 1450. Works great.,positive,None
Works fine in my Garmin and for a 4GB card the price is right.  I would recommend it to a friend.,positive,None
"Very pleased with my purchase. I needed a AD card for my GPS to download updates, maps, and fun vehicles. This works great. No problems.",positive,None
I needed this card to update my maps in my Garmin because there was not enough room on the Garmin to fit all the new maps.  This card worked fine.,positive,None
"Now I can install the full maps on the micro SD card (4 GB), and have the full 1.8 GB available on the GPS for vehicle, voices and other extras.Awesome memory. Highly recommended",positive,None
The sd card is fine. But it doesn't work with the Garmin Nuvi 1450 LMT. I specifically ordered this for my GPS. But it doesn't seem to be compatible with it.,negative,None
"Got this for my Garmin nuvi. I understand the original use of card was for portable devices. Nevertheless, it is too small and easy to lose. Now I have to lug around this slightly larger SD card to adapt it to my PC. I'll probably lose it before the next time I try to update the software on the really tiny card. Clunky design overall.",neutral,None
"I bought this for my Garmin Nuvi (can't remember the model number) with lifetime map updates, a 5 inch screen, and live traffic updates.  It works great to update the US & Canada Maps because you need about 1.6GB to update those!",positive,None
I was having problems with my Garmin nuvi 1450.  I could not download map updates. This 4gb card solved the problem perfectly.It was easy to install and now I have updated my maps.,positive,None
When I began updating the maps I was confronted with &#34;no memory&#34;. I didn't realize my Garmin had a place for a SD card! duh&#8230;I ordered this one because Kingston is a quality company and the price was right. Perfect. I'm all caught up on my GPS updates and assume this 4GB card will last the life of the GPS and not fill up.,positive,None
"I was not happy that I needed a micro card for my nuvi - I get lifetime maps but nowhere to put them, lol. and the card available through garmin cost three times the price of this one!! I was happy to find this at such a great price. It arrived quickly and works great. Thanks for saving my nuvi Kingston!! :)",positive,None
I`m a musician and I record almost everyday . These tapes is an excelent way to check my self. Very clean recordings and excelent playback.Good tapes,positive,None
For some reason couldn't find high bias cassette tapes around town. Amazon to the rescue. No problems or complaints with this product.,positive,None
"THIS PRODUCT IS NO LONGER AVAILABLE AT J AND R.  YOU ENTER  YOUR INFORMATION AND THEN GET TO THE PLACE WHERE IT SAYS: ""PLACE YOUR ORDER"" AND THE CART GOES TO ""0"".  REAL DRAG.  i CALLED JANDR TWICE ABOUT REMOVING THIS PAGE FROM AMAZON BUT THEY SAID IT TAKES TIME.",negative,None
"I use this in my car to play mp3's of Rock, D+B, Electronic and some Metal and it all sounds good. Convenient feature allows the cord to come out of either of 4 spots on the cassette so it can fit in any car and lets you control where the cord goes. No problems yet, it does as advertised and as always Amazon rocks with fulfillment.",positive,None
"The cassette, as other have said, makes a clicking noise as it runs.  I have it in a 2001 Rav4 OEM stereo.  It will also cut out when tracks change on the music player.  Very annoying.  I would not have bought this except for the Maxell name.  Disappointed.",negative,None
Use this to play my ipod in my nissan maxima tape player. Works great and the audio is pretty good. Better then radio quality but not cd quality.,positive,None
It works fine and is a pretty good product.  I picked this one over 4 other ones because it was cheaper and had okay reviews.  It does the job well.,positive,None
I got this several years ago so my daughter could listen to her iPod through the family car radio which does not have an AUX input.It does not provide super fidelity but such a device can't ever be compared to a direct connection.It works good (certainly met my expectation) and it still gets used occasionally to play mp3s from my phone.,positive,None
My other adapter was taken from my car so I needed a replacement. I am satisfied with this one. It does the job well! I'm glad I bought it. :),positive,None
This works perfect for hooking up my phone to my old tape player in the car. The cord is probably 4 feet so plenty of room to move and it seems to be quality. Mine does make a slight clicking sound when playing but this could be caused by the car tape player and not he adapter.,positive,None
"This works great and saved me $$$$ that a newer vehicle would have cost.  Plug it in and listen to whatever you've got on your phone or access stations through your phone.  It's fun to listen to foreign stations, etc.",positive,None
"I ordered this after much searching.  I ordered this one to go in my Toyota Sienna 2001 which has a cassette deck. I chose this brand because I trust it more than the cheaper ones.  It plays good through my car stereo.  The sound is good enough, not as  great as when you have earphones on, but nothing will sound that good when you are in a car anyway. So far I am satisfied with it.",positive,None
Works fine. The only Caveat is that you may need to manually switch the end where the cable comes out to match the  direction of your cassette player.  When used as configured my player rejected it until I changed the end the cable came out.  I would have preferred a product that did not require configuration.,positive,None
"Has a little hum, but the highs are crystal clear. Sounds as good as cd.",positive,None
I use this in my older model truck to listen to my ipod. I have used different FM transmitters in the past and was never really happy with the sound quality. This is the way to go. I wish I had tried it before!,positive,None
"I was force to buy this since the one that came with my Sony portable CD player and my cassette player in my car didn't get along! I had one of these for years but time got the best of it. SO if I have to get another one, this was my only choice since it works without ANY drama!",positive,None
arrived on time.  Was brand new as described. I like this product because it brings out a little more bass in the sound.  This is actually the first stereo cassette adapter I've seen that has an extra bass feature.  I recommend it very highly...,positive,None
We got this player because another brand would not work in my husband's Taurus. It kept giving us an error message and he could not use it with his Ipod. This one does not have the same problems. It works every time. We are very happy.,positive,None
LOVE these adaptors ! i got this one  mainly for my car... since it  has a  combo cd/cassette deck(which is awesome)this little  gem  does the trick...i use this to play  my mp3 players (sony and an ipod )  the audio quality is superb.. its  crystal clear..  i  also use this in the house on my stereo system...this is a great buy! and its worth it  to have a few of these on hand...you never know when youll need one.,positive,None
"Works well, purchased as a replacement for another that just wore out over time. Sound quality is very good with no sounds or squeaks from the cassette player.",positive,None
"I was really surprised at how good the sound quality is with this unit.  My old adapter distorted if turned up to loud at the source, but not this one.",positive,None
"After ordering and returning the Coby brand version, which did not work at all, I am pleased to report this one works fine.  I bought it to play tunes from my Sandisk mp3 player on my car cassette deck, and this unit fits the bill nicely!",positive,None
This works great. It shouldn't be that difficult and it isn't. We used it to connect an iPod to my wife's car stereo. The sound is just fine--much better than an FM transmitter we used in the past.,positive,None
It works. It wasn't expensive. What more can you ask for?  Only use it for the car. And so for 15 bucks it represents the cheapest way to wire my pod.,positive,None
"This makes it easy to clean your cd player. It tells you what to do when you play it and is not liquid based. Good cleaner and for dirtier lenses, make sure you use a few times to get it good. Always good to have one of these around.",positive,None
This arrived in only two days so I popped it in on the way to pick up the kiddos. This directions are on the disc and really simple. The cd makes an annoying beeping sounds while cleaning ( I turned the radio down and kept checking for it to finish) but that is my only dislike. The packaging was very study.  I will definitely buy from this seller again.,positive,None
Did not resolve the issue with my car dvd drive.  When I put it in the drive ejected it as it did with dvds.I beleive it is ok. Just haven't tried it in any other dvd drives I have.,positive,None
I don't know why I purchased it. I don't even understand how its supposed to work anyway. Mawell makes cheap products anyway. Pretty sure you can find it in the dollar store.,negative,None
"The product is not recommended for note book optical drives, but I used it anyways and it seemed to work.",neutral,None
"It worked great for me, but look out the handle on it may break off as it did me. I found out that you really don't need it. The reason I gave it 5 stars is the fact it really works.",positive,None
"I tried to use it in my 2008 Ford Explorer factory CD changer.  No luck.  It would just spit it out when it got to the brush section.I know some others had said it worked for them in their car decks and changers, but sadly, it did not work for me.If anyone has any ideas or tips that might help it work, I'm all ears.",neutral,None
"I just needed something, Any brand would have done. Worked great, helped alot and was pretty cheap. (under $10)No Cons.",positive,None
Just as described.,positive,None
"Received the shipment on-time, but the first thing I noticed when opening the box were the words ""not for laptop use"" written on the package.  There was no mention anywhere in the specs or description of this item on the site that said it was only for laptops, so since I only have a laptop, I have now needlessly purchased a product I cannot use.",negative,None
This is one of the best Dvd cleaners . I use it to clean my Sony Dvd burner head once a week.,positive,None
"Did the job I needed to clean all discs components, very handy and use ful to have, for all cleaning",neutral,None
"I have not use it yet, so I can not write a review for this item at this point, but I will as soon as I use it.",positive,None
"Easy to use and cleans a CD or DVD completely. Try it and you will think it is good also. Great price, much better than buying locally.;",positive,None
"I was having problems burning DVDs in my Macbook Pro SuperDrive.  Bought this and didn't realize it said ""not for use in laptops"" until after inserting disk and it getting ejected without being recognized by the drive.BUT...it worked!  Tried burning a DVD afterwards and it worked.  I guess it spinning in the drive trying to be recognized did the trick.How 'bout that...",positive,None
"Started having issues with my in-dash CD player after 12yrs. Kept getting read errors.Cleaned the reader and not having any additional issues. Nothing more than a little dust.Also cleaned the 6 CD system, thought it was having overheating issues.since it is still cold weather, may still have the issue, however no new problems after using the cleaning disk.",positive,None
I was ready to purchase a new CD Player because the one I had wouldn't recognize any CD/DVD's.  I read quite a few ofthe reviews and based on price and reviews I decided on this one.  I installed this cleaner into the player and followedthe instructions and in less than a minute everything was working like new.  Great product.,positive,None
got this to clean a dvd drive and it wokred as intended . its good and useful good buy recommened,positive,None
"I used this product on a Philips DVD Recorder. Horrible Mistake!!! It must have screwed up the lens alignment because all discs that are now inserted into the drive come back with the message ""NO DISC"" and no playing or recording can be done. It ruined my machine!",negative,None
"I bought this CD lens cleaner a while ago for use with my computer. It seems to work fine, and I have had no problems with it!",positive,None
"Had trouble with recorder playing and then recording, used this cleaner and now works like new. Will use on a regular basis from now on.",positive,None
How can you tell that these things are actually cleaning your DVD player?  I haven't had any problems but I'm just curious if it's actually cleaning...,neutral,None
"Easy to use, cleaned the CD player - but the CDs still skip.Ordering a CD cleaner next. Sigh...the CD's are borrowed from the libary -so maybe they are in really bad shape?  Worked for most I guess...",negative,None
"this product was wonderful,i have cd player in my basement which quit playing cd and i used it once and thsat is all it took the lens was clean and have not had any troubles since",positive,None
Totally disappointed with this product. Purchased it after reading several positive ratings on Amazon but the disc did not work in my car. The car CD player kept on displaying werror while reading this disc.,negative,None
"I tried this with a CD-ROM player that was not recognizing the CD. Initially it seemed to help a little bit. But the problem returned quite soon. So I tried using the cleaner again, I think three times in a row. The problem really never went away.",negative,None
"It really worked for me I noticed a difference after the first application but I actually had to run it maybe 5 times total but now no more skips! Might depend on just how dirty your lens is. Another plus is the equipment test it can also run on your system, found out my system was out of phase and I didn't know it. Just a fantastic product get it!!Tom",positive,None
Good  headphones.  I like (very much) that they only have a wire on one side  and they are lightweight..The sound is pretty good. I enjoy using them.,positive,None
"My job involves wearing earphones ALL THE TIME.  so if they are tight, my ears get sore and especially where my eyeglasses go behind my ears.  These are perfect with really good sound.",positive,None
"These headphones are perfect for the walking iPod/iPhone listener. No buds in ear, no strand ear canal. I use other headphones but these are good, like the fold in ear pads. Cord could be about 6&#34; longer, but still okay.",positive,None
"Another good buy.  Again, very affordable, and they work.  Far less expensive than buying them in a drugstore.  I like the single wire, it seems to be much easier to manage than two of them..",positive,None
This is a great set of headphones cheap only in price.Fidelity is fine.Design and light weight are impressive.,positive,None
"I have several pairs of another brand for my classroom and they're pretty good. I bought this one to compare and it just feels a little cheap. Considering that I buy a pair every month or so, I'll try some other brands.",positive,None
really nice headset--especially for the price--i use it for my radio while i am walking--no more ear buds for me,positive,None
"Not even me but also my friends used it for our car cassette players. Worked well, no bad comments. I am happy.",positive,None
"This product arrived from High N Low Trading with a cracked cleaning fluid container, and all the fluid long gone and dried up.  It was functionally worthless, and not worth the cost to ship it back for a refund.  I might consider buying one again, but not from High N Low Trading.",negative,None
"I use tapes over and over. Maxell has been the best so far, use to use TDK but they failed way to soon. I have a Maxell standard I've used 25 times. I tape a lot of stuff Maxell high grade is superior to thier Maxell standard,  for movies you want to save, Maxell high grade will do the job.",positive,None
Maxell has always been a good brand of vhs tape and this did not disappoint me. I like it alot.,positive,None
i use this brand because they last me for years. i use them weekly and they have good video and audio qualities.,positive,None
"VHS tapes are becoming harder to come by. I normally buy Sony blank VHS tapes, but Maxell had the better deal and work just as well. I have used their products before.",positive,None
"After I initially had some problems, the seller sent me a replacement tape free of charge via Priority Mail.  (Initial delivery was also more rapid than expected.)  The problems now appear to have been because of some programming inconsistency with one of my VCR recorders. Both tapes are now serving well.",positive,None
"We were getting very grained tapes that we could not play back very well. After cleaning the heads with this wet cleaner, we now get a very clear play back picture. Good product.",positive,None
"Works great!  If you still have the old VCR, this product will do a good job of cleaning it.  It is simple to use.",positive,None
Worked as described. Cleaned the heads on my vcr/dvd player and the picture quality was better. Very easy to use.,positive,None
This cleaner works very well and is so easy to use. I will order more when this one runs out!,positive,None
"I bought this to clean the VCR player component on a combo machine when we noticed the picture from the VCR was pretty shaky. Despite using the dry head cleaner that was on hand, we noticed no improvement. Apparently this wet cleaner was exactly what was needed. The picture shaking disappeared and did not return.Consider this a remedy for treating a dinosaur in the tech world. Glad this was still available.",positive,None
This is a good wet cleaner. Works great and cleans the tape head so you no longer see static. Simple to use and can be used many times.,positive,None
"I have used this product many times before, so knew just what I was getting.  It does a very good job of cleaning the track system of your VCR.  You will notice a big difference in the clarification of your tapes once you have used this product.",positive,None
"Believe it or not, some of us still use VHSOnly because we are digitizing them now. Converting an analog tape to digital media takes its toll on a VCR and the heads get dirty beyond recognition. Eventually I'll have to tear down my deck to clean it properly but for now this cleaning tape really helps",neutral,None
"I tried to play some tapes I'd had stored for a long while, they were defective from age and humidity and made my VCR dirty and unusable.  This headcleaner took a few uses to clean the heads, but it got the gunk off and now the VCR works as well as when it was new.",positive,None
"These products are hard to find anymore. While it does appear that this product does clean the heads, the one thing it does not appear to do, is rewind the tape upon completion. Do not know why it is becoming difficult to find tape head cleaning products such as this anymore considering that the DVD/VHS players are still being sold.",positive,None
"My hubby and I bought this Wet Cleaner, due to the fact that we still have VCR's at home. Needed this cleaner to keep the heads clean after much usage. We liked it, but eventually, we will have to join the 21st Century and start getting DVR's  since it is impossible to but new (old) VCR's. It did the job, but this product can not be used all the time!",positive,None
"This was the perfect fix for my VCR!!  I did have to run it through about three times before it was clean and functional, but worth the time and effort.  Liquid drops do come with it.",positive,None
I used this Wet Head Cleaner and my VCR is working much better.I recommned this product to those who still use a VCR.,positive,None
"I have a Sony VHS player that had seen very little use yet I managed to apparently ruin by carelessly slotting a home tape inside which ants had made their lair (life in the tropics!).  Debated cleaning the contaminated heads, but fearing ruining the device I ordered this wet cleaner cartridge instead.  It wiped clean the contaminated heads in one single pass and the playback is as good as new.",positive,None
"This cleaning tape has solved the problem with two VCR's that I still use.  I don't know how the heads get dirty, but this worked well.",positive,None
This product was as advertised and came with all of the parts. Reviewers who downgraded it must have received a different item.,positive,None
"did the job, worked as instructions said and removed the dirt that it needed to. My player was worn out, so it did not help that problem in the tape jumping",positive,None
"I wasn't able to find one of these in local outlets.  I have a bunch of VCR tapes I want to convert to digital, but my VHS player had given me a &#34;Clean heads&#34; message, and I had noticed more than usual static when I was playing the videos.  This cleared that problem up. ( The &#34;wet&#34; media in the package appears to be isopropyl alcohol, which I will use when the small bottle runs out.)",positive,None
This piece of garbage destroyed my brand-new Magnavox ZV450MW8 combo player so that nothing works anymore. Amazon owes me a new recorder!!!,negative,None
"Did the perfect job for me,, I have an old VCR, i thought was not working,, so I thought I would at least try cleaning the heads,,Most stores now a days do not sell this product anymore,, but Luckily I found it on Amazon,, and A GREAT price too,, It worked Excellent,, MY VCR is working again,, just from the cleaning tape,,,thanks",positive,None
this cleaner works very well it is just as advertised and I would recommend this to anyone who needs a cleaner.,positive,None
We still use our VCRs to watch older tapes and occasionally the units get dirty and project striations on the screen so that the picture is obscured.  This happens probably once a month.  A couple drops of the Maxell VCR Wet Cleaner on the cleaner unit clears up all problems.  The product does exactly what it advertises.,positive,None
cleaned my old vcr heads pretty good.  quality of the tape playing after cleaning increased slightly enough to backup a good vcr tape to dvd,positive,None
"I have three VCR's - A Sony DVD and VCR Player/ Recorder, a DVD and VCR  Recorder and Player, and a third VCR player/recorder.  All take the Maxell cleaner in but after about a second of play, they stop.  Virtually no cleaning results.",negative,None
I could only see a snow screen on my VCR.  Now it's like new!!  I went with the wet cleaner since it looks like that is the best way to clean it if you have big problems.,positive,None
Excellent VHS head cleaner! Been buying Maxwell products for years now and have never had any problem's or anything at all wrong with them!,positive,None
It fits in a VCR and shuts it off. Doesn't do anything but jam the VCR and I had to power on and off just to eject this worthless thing.,negative,None
"keeps the vhs recorder in top shape, great if you use the vcr alot. highly recomend this product. happy taping!!",positive,None
The Maxell VP-200 VHS Wet Cleaner far exceeded my expections and I will be ordering more of them from you soon. I highly recommend this seller and this product.,positive,None
I was and still am having thumping noise whenever we use the VCR.  This did nothing to help or fix the problem.  Years ago I used a similar product with great results for a similar problem.... is it because the VCR is old or this cleaner???,neutral,None
The head cleaner works fine.  I have no issues that I have seen from this product.  It works as advertised.,positive,None
but VCRs are getting old and so are tapes. Can only remove so much. Good as far as it goes.,neutral,None
"Tried this in my Sony, JVC, Magnavox and Panasonic VHS VCR's and it does not work on any of them.Don't wast your money.",negative,None
I needed my old VHS player to work to transfer videos to .MP4 files. This did the trick! Thank you.,positive,None
"It works but it's expensive.On a side note, I was just playing with it yesterday and i happen to stick it on a hood of a canon 50 1.4 (ES-71II) and to my surprise, it fits it like a glove! It stays there and does fall off. You would think it was made for it! I just thought that was super cool.",positive,None
Title says it all. This product is so simple and easy to use that even novice photographers should buy this.,positive,None
"Works just like it should. Serves as a great way to get proper white balance. Just place in front of lens, depress shutter button to focus and light meter, then remove and shoot. Images look much better now.",positive,None
"I have used this radio for over a year, almost every morning for 30 minutes, and I have only replaced the batteries once.  Great sound, easy to use.  It is a Sony, what else do I say?",positive,None
"Surprisingly long battery life. After doing the research, this Sony was the one to buy, and it didn't disappoint.",positive,None
nan,positive,None
I've had this radio for months now and really like it. I like the digital tuning and timer function. The battery life is great. I am thinking of buying another one.,positive,None
"I agree that this is the best shower radio. I have been through (3) other radios, all bad. This unit is true 100% digitial, great reception, good sound quality, and easy to use.",positive,None
"it's one of the better shower radios for sure, but it still sounds like a shower radio.",positive,None
"PROS: Good audio, easy to program, good features.CONS:However, the FCC will require broadcasters to switch to a digital format in February 2009.  At that time, the radio WILL NO LONGERr receive televison broadcast audio.  Therefore, a good percentage of the radio's value is gone!Nationwide, the FCC has reserved 10 weather channel frequencies available.  Usually all 10 can't be received.  This radio only has 5 channels for weather.  In my case, none of those 5 channels contains any weather signals.",neutral,None
"Got this for my girlfriend and she loves it.  She's had it for a little over a year now, and it is working great.  I recommend this product to anyone looking for a good quality shower radio.  She keeps it outside the shower to help keep any water from ruining it.",positive,None
"I have had this shower radio for several months.  I purchased a similar model for my parents several years ago.  I liked is so much, that I finally decided to purchase one for myself.  Not only can this shower radio withstand exposure to water, but the quality of the sound and reception is excellent for its size.  It is very intuitive to use.",positive,None
Picked this one up based on the reviews of this site.  Absolutely worth it.  Great sound and ease of use.,positive,None
This is a nice little radio.  It has good sound quality & it's easy to tune and to set up the clock and the station presets.  The timer function is useful since it does run on batteries.  My only issue is that I wish an AC adapter was included so that I didn't always have to run it on batteries.,positive,None
"By far the best waterproof multi-band radio on the market.  I am purchasing my second radio only because after nearly several years of abuse from twin teenagers, it finally is starting to wear out.  I will not be without one in my bathroom.",positive,None
"This is a classic little gizmo. We've used one since the late '90s and, even though the OFF button has long since worn through, it still works like a charm.I've purchased others as gifts for bewildered friends and once they've spent a little time with it they love it.Target and other stores have stopped selling them as off-the-shelf retail, but I hope SONY continues to make this little C-battery shower radio and doesn't screw it up with any ""improvements.""",positive,None
"I have had one of these for about ten years and love it.  It lives in my shower.  The plastic on top has cracked over the years but it works fine.  i use it to listen to the local tv station news in the morning.  i just bought two more for my kids.***** Note- Since TV has gone digital, I can no longer catch the TV station in the morning.",positive,None
"This radio has been good - I have owned several Sony shower-type radios, and this unit's quality is among the best.  Very good sound, built very solidly, controls are easy to use and understand.  My only wish is that they had better mounting options - I have it hanging from a shower mirror now, there has got to be a better way to mount a radio, with a holster-type bracket or something...",positive,None
"Great reception, easy to use and good sound for a one speaker radio.",positive,None
I have tried several waterproof radios and these Sony's are the only ones that work well. If the volume went a little louder I would have given it 5 stars.,positive,None
The sound quality is pretty good and the radio reception is very good.  Previous shower radios we had were far worse in both areas.  I especially like the programable buttons since we each like different stations.  Even though the screen fogs the LCD is still readbale.  The only reason I gave it 4 stars is because I think the price is a bit high for a shower radio.,positive,None
"A wonderful product. Well-built. Very clear reception. Easy set-up. The flat, broad bottom is a great feature as it prevents tipping it over when it is placed on a surface such as a sink.Be aware that the TV channel reception feature will cease in 2009 when all transmission goes digital. Until then, enjoy it!",positive,None
"This is without a double the 'best' shower radio I have ever owned.  The reception is crisp and clear and I love the pre-programmable stations.  It is also a very attractive radio and so when not in the shower with me, it looks nice sitting on my bathroom counter.  It's very user friendly; no complicated directions.  Perfect for us 50+ technically challenged.  I would definitely recommend this product to everyone.",positive,None
"I purchased this for my dad who uses it in a basement sauna.  The radio sounds nice and is easy to use, but does need to be positioned a bit for good reception.  He is very happy with the radio.",positive,None
This radio is nice with digital display and nice membrain push buttons. the battery capacity is good.. lasts a long time.. the thing that is disapointing is that you can not recieve any weather stations even though other radios in the area do!! also the am reception is no better than the 20 year old radio I replaced..,positive,None
"The radio seems good at first but they don't hold up to long-term use in the shower. I've had two of these which have died after several months of use, and am trying a different brand instead.",negative,None
"I selected this radio for myself several years ago and I have found that all claims for it are true.  It has excellent reception, clear sound, and the batteries last forever.I don't use mine in the shower itself, but sitting on the cabinet. Volume is very good.My recent purchase was a gift; there was no other shower radio that seemed to work as well. They were cheaper, but if they don't work, what have you gained?",positive,None
"If your looking for a radio for your shower, then look no further.  This gets great reception and the timer to shutoff feature is very handy.",positive,None
Reception is outstanding.  Easy to set up stations.  Timed on/off is automatic. Easy to read display. Great sound for a mono speaker.  Battery life is amazing.  Worth the price.  I would happily repeat the purchase if I manage to wreck this radio.Update:  The TV function of this radio is not functional with the digital TV change over.,positive,None
"Very easy to use basic functions. Good tone, sufficient volume. Don't know what I would change, if I could. Well done.",positive,None
"Worked well, but after about one year it died.  I'm guessing water got into it.  My daughter used it in her shower, and I'm thinking she allowed it to be directly exposed to the shower.",negative,None
"I have used the headphones for 2 years -- they offer a material reduction in the ""droning"" noise on airplanes.Even when I am ready to sleep and I turn my music off, I leave the headphones on and it reduces the ambient noise.I think you arrive much less fatigued.",positive,None
I own these and the Bose Quiet Comfort 2 ($250.00) and I can honestly tell you the Bose phones are NOT impressively better and certainly not worth $250.00.,positive,None
"VHS-C is out of date these days, but these are just as good a quality as they were when they were the main format. Recorded a few things with my old camcorder, no issues.",positive,None
A very good product.,positive,None
"These tapes worked nicely in my old JVC camcorder. They did make a bit of noise when recording and playing back, though. For some reason other tapes didn't do this. But it was a very faint sound, and I am happy.",positive,None
I cannot find thm anywhere else!!  You all have a good price for them too. I wonder if I may order more? But first I'd like to find the ones I needed!! You sent them to the Wrong place!,negative,None
havent had chance to use the tapes in camcorder yet. I bet i will use this year welll i hope,positive,None
I recommend this products but today may Concorde not use more but it is good  when I have 6 years ago,positive,None
I have only used it one time and so far I am quite satisfied. Will order again in the future.,positive,None
"worked just as i needed,, I know its old style ,,but hey this works for me and my older video camera",positive,None
this tapes came out o.k just like i expected for my camcorder real nice colors and easy to deal with.,positive,None
"These are great tapes and are getting harder to find,I love my old camera and these tapes keep it working for me.",positive,None
These tpes fit perfectly and have been very reliabl eon my video shoots. I will be purchasing more in the future.,positive,None
"She loves these!  Although Prime is no longer a 2 day process, she still received it in soon enough to take more recordings of her grandchildren.",positive,None
"It works for me. That's all it has to do. It was and still is, an interesting idea who's time came and is still with us.",positive,None
Pretty easy to use and down load programs for someone that can spell kompooter 2 out of 3 times.,positive,None
"This is my first DVD after thinking about it for two months.  I've only purchased it since DVD's are entering the Rental market.  With 500 lines of resolution (Using the S-video connector cable), this system has the same  picture quality of any current DVD player (dont be fooled!), The sound can  still be decoded for dolby surround.  Great Buy!",positive,None
"I was initially concerned about buying the RCA 5220P DVD player after several of the reviews I read here. However, I decided to give it a try and am thoroughly glad I did. Great picture, great sound! Plenty of features. I  have not experienced a single problem with error messages on any of the  DVD's I've purchased. This is one great little machine for the price!",positive,None
"This is ok if you just want a cheap, portable radio but the reception leaves a lot to be desired. Many AM stations that are easy to get on my other radios were non-existent on this.",neutral,None
I wanted a radio to listen to NPR for a few minutes in the morning without putting on the stereo.  I did not want a CD or tape player.  This is a good little basic radio and I am pleased with it.,positive,None
"This radio might work better if you live in areas with strong radio signals. In the fringe area I live in, it doesn't work at all,whereas the little ten dollar Panasonic RF-P50 Pocket AM / FM Radio works quite well.",negative,None
"So great, I bought one for everyone in my family.  The ultimate Christmas present.  Great range, clear sound and when plugged in it charges the batteries.  Incredibly durable too.",positive,None
