reviewerID,asin,reviewerName,helpful_yes,helpful_total,reviewText,overall,summary,unixReviewTime,reviewTime
A23RCAS3DH5555,B00001W0EQ,Stephen,0,0,"I had been looking for a good headset to use with my cordless phone at home. I have tried many headsets and none worked well enough for the people on the other end of the call to hear me. With this headset I can hear everyone clearly and they can hear me clearly. The price was great as well, under $20.",5.0,Excellent Headset.....Excellent Price,1217203200,"07 28, 2008"
A2FS1U06RM7LCG,B00001W0EQ,Thomas L. Smith,0,0,"I purchased this headset because my old Plantronics headset fell apart. I do like this headset but I have been told that people can sometimes barely hear me when I am talking, so I have to move the mouth piece a little closer which sometimes causes my ear piece to move away from my ear.  Overall I am please with this purchase.",4.0,Repacement Headset,1372118400,"06 25, 2013"
A27YPCR3ZXWVFE,B00001W0EQ,Tiny Tim,1,1,"Good sound quality. Good price. Convenient in-line mute, mic and earpiece volume controls.  Versatile.  Will get uncomfortable for all-day users. IMO better than similar Panasonic (with the silly foam covered boom mic).",5.0,Headset for those who want options or variety,1263600000,"01 16, 2010"
A15ZWZKUIPUUVH,B00001W0EQ,T. Sheridan,0,0,These have great sound and my voice is clear to other parties. The volume switch and mute slider work well and it has lasted for some time.,5.0,One of the few headsets that work with my cordless phone,1402963200,"06 17, 2014"
A2GLM2NA1SLN43,B00001W0EQ,wrecks,3,3,"I have had no trouble at all with this headset.  By the way, I recently bought a Panasonic KX-TCA98 headset and it's almost exactly the same, but a few bucks cheaper.  The difference is that the Panasonic does not have a microphone gain adjustment switch.",4.0,Perfectly good headset,1135555200,"12 26, 2005"
A1SJN10JTU3BON,B00001W0H1,"Backbutton ""Notify, Confirm & Assure""",0,0,"Not many sources to buy floppies these days, got it to copy DOS software for old application on Virtual Machine.The labels included are of very low quality, won't stick, and got caught in the reader, had to be removed with a tweezer.Otherwise, it is what it is--3 1/2 floppies.",4.0,"What can you say, Floppy in this day and age, labels suck.",1320883200,"11 10, 2011"
A1LTG32UR3XK3P,B00001W0H1,DREWSASTER,0,0,"They work just fine, I forgot how slow and noisy these are! Packaged well and shipped fast, not really much more to say about them.",4.0,Good price,1324598400,"12 23, 2011"
AC3R6XWQYOYFM,B00001W0H1,SW_GUY,0,0,"Good product.  The floppy disks worked fine as advertised.FYI, I bought an External USB floppy drive to write these disks in the modern PCs(mostly for reprogramming BIOS on old motherboards).",5.0,Good product.,1330300800,"02 27, 2012"
A3S3XESYDHV39U,B00001WRSJ,,0,0,"I bought a pair of headphones from another company for ... way more money.  I stumbled on these as I didn't want to leave such expensive headphones in my desk at work.  Turns out, I never should have bought the more expensive pair.  I'm sure there are better ones on the market, but for my ears these are more than enough.",5.0,I shouldn't have bought other more expensive headphones...,1405296000,"07 14, 2014"
A3BC51PZJ8L67R,B00001WRSJ,"Adam Lasnik ""Frim Fram Sauce Extraordinaire""",10,25,"Perhaps my ears have been sullied by 'augmented' headphones in the past, but these particularly 'phones feel flatter and more lifeless than any others.  I'm not talking about a lack of thumping bass... that's fine by me.  But rather... well, it's hard to describe.  No warmth.  No resonance.  Just sterile.I suppose this'd be fine or perhaps even desireable for studio monitor work, but when I'm trying to enjoy folk tunes, classic jazz, orchestral music... it's just disheartening.",3.0,"Disappointingly flat, sterile, lifeless :(",1128297600,"10 3, 2005"
A45OOPYV3TJSY,B00001WRSJ,Amazon Customer,0,0,head pad part  can be folded easily and save lots of room.and it came with extra adapter for big hole. so my daughter can use it for her digital piano and listening music from regular MP3 player,5.0,it's easy to organize headset.,1356307200,"12 24, 2012"
AHH79S8XM1OW6,B00001WRSJ,Amazon Customer,0,2,The sound is good but the design has a flaw and that is  the connection between the line cord and the ear piece lose connectivity.,2.0,line cord too weak,1378857600,"09 11, 2013"
A37IXQTOMZDPNA,B00001WRSJ,Amazon Customer,1,1,"I love these things. Incredibly flat response, great for mixing live or in the studio. Great for listening to music on my mp3 player. Excellent build quality.",5.0,Best. Headphones. Ever.,1392249600,"02 13, 2014"
ASLITWH5GJ1T5,B00001WRSJ,"Amazon Customer ""LMT""",0,0,quality is heard here. nice fit and doesn't smash my head.  I wear glasses and have a hard time finding headphones that don't hurt.  sound with great and drowns out back noise well.,5.0,great,1354665600,"12 5, 2012"
A9DC2VSSE1HT0,B00001WRSJ,"Amazon Customer ""PACESETTER""",0,0,"Love these, Light weight, excellant high, mid and low ouput. good frequency response. No fatigue. Never realized quality of the Sony MDR-V6 until you buy them. Oh! these are refurbished a steal!! Look new, sound super!! Happy, Happy customer",5.0,rayray,1267574400,"03 3, 2010"
AV4RSVB9BP8PS,B00001WRSJ,Angela Olshansky,0,0,fantastic range and clarity for the money. able to remixed songs with great attention to sound range separation and placement,5.0,sound quality,1355443200,"12 14, 2012"
ALLFPK4VJC48D,B00001WRSJ,Arthur Robidoux,0,0,"Great sound,very comfortable .I bought the headphones for a replacement  for my older Sony set.I bought the older Sony from EBAY,beware when doing this,it was a fake Sony.Bought at a good price but the overall quality compared to the Sony MDR-V6 was inferior.The fakes are hard to detect,there are web sites that go over ways to check.",4.0,Nice headphones,1365811200,"04 13, 2013"
A3I8KWK1VNN92T,B00001WRSJ,ARTURO SAMANO,0,0,"Why buy more expensive headphones unless you're into some kind of job that requires better.  This head phones sound great and are very well constructed they will endure many, many years of musical pleasure.  Some reviewers talk about this being a little tight on their ears and that is true but thats when they are new, what i did with mine was bent them open a little bit on the sides of the headrest and that solved the problem.",5.0,GREAT SOUND FOR THE BUCK!!!,1363824000,"03 21, 2013"
AFM65NU0UXIGP,B00001WRSJ,"Ashton P. Johnson ""Zepaw""",0,0,I'm no audiophile but these are noticeably awesome. Fantastic audio quality all around at a very fair price. Highly recommended.,5.0,"Stellar, especially at the price",1367193600,"04 29, 2013"
A13F9YN2DTH4D4,B00001WRSJ,"Babak ""b-boy""",1,1,"I bought these cans after reading loads of review. I am not disappointed--these are the best headphones I've ever owned. They are great for everything from opera to electronic music. You'll hear every detail in the recording, including the noise that maybe there. The sound is present, flat (as in honest) and lively.",5.0,Crisp and honest.,1236470400,"03 8, 2009"
A1KYUOPBGQCLUF,B00001WRSJ,"B. Boyd ""Audio Freek""",2,2,These sound great once they break in. I can wear them for hours without fatigue and they're built like tanks compared to some others on the market.,5.0,Nice cans...,1295222400,"01 17, 2011"
A4XD7L6C76HQM,B00001WRSJ,Beginnrer,0,0,Nice sound without burning a hole in your pocket. I also have Yamaha pro 300. Both are good. Sound qualityof both is very close but each has its own distinct quality. I like the Yamaha one being lighter but it costs a lot more.I just switch between them.,5.0,Good for money,1358985600,"01 24, 2013"
A3JEGRJ8KPXCHC,B00001WRSJ,Ben Smo,0,0,"Unbelievable headphones.although they may hurt on your head after 30-40 minutes, the sound quality makes them worth it .",5.0,LIKE NO OTHER FOR THE PRICE,1358812800,"01 22, 2013"
A33BIGD5TBUL2I,B00001WRSJ,Beri,0,0,"I love these headphones.  They fell really good on your ears, they are made of that soft like material and the compression on your head is not bad at all.Oh the sound, yeah they rock!",5.0,Nice comfortable,1363910400,"03 22, 2013"
AQCC8OF22KZXE,B00001WRSJ,BigKHuna,0,1,Great sound. Comfortable on head and ears. Ears do get warm after a 90 minute movie. I hope they last a long time.,5.0,Great Sound.,1362960000,"03 11, 2013"
APODYH18FHXC6,B00001WRSJ,"Bill English ""Bill (Pick this one!)""",1,1,"These are the best headphones that I've ever owned. I am prone to headaches, I work in a loud environment, and I like high quality sound. These over-ear headphones block out a lot of noise, don't squeeze too tightly on my head, and have incredible sound quality. I am very happy!",5.0,Amazing,1376352000,"08 13, 2013"
A99D8N0YVVDOC,B00001WRSJ,Bill,0,0,"Great sound quality, great value. Highly recommend them. I used to break headphones all the time (1 pair every 6 months), now these have lasted me at least a year.Great value. Just buy them.",5.0,Great Headphones,1362528000,"03 6, 2013"
AL1PNYDIILV4D,B00001WRSJ,Bill Michaels,0,0,There's not much to say other than the sound is great and the headphones are comfortable to wear for extended periods of time. Highly recommended.,5.0,Superb Sound,1338422400,"05 31, 2012"
A2NV4YCNVT7W98,B00001WRSJ,Boar,0,0,"As an armature to the hifi sound devices, I have no complain about it so far. It is an excellent product on every aspects in terms of comfortableness, construction quality, sound quality and etc.After retracted, the whole thing is bit of bulky. It is not a portable product for carrying around in your backpack. Also rigid and cheaper looking leather bag is not a match for this earphone. I'd rather to have a soft cloth bag for it.",5.0,Seems good on every aspect,1311724800,"07 27, 2011"
A1NAP0D9XV7KA5,B00001WRSJ,Bruce L. Nguyen,0,0,"another positive review for this, surprising it's relatively cheap compared to other budget headphones. nothing more to add than what's already said, this one is definately one to add to your collection, even if this is the only one in your collection",5.0,awesome,1358121600,"01 14, 2013"
A34C8TEM5H2JG9,B00001WRSJ,"Burton Sharpe ""Sharpie""",1,1,"These headphones are great! They give what some people call a flat sound...just the way an acoustical instrument woud sound in a room without an echo. In other words no excentuated highs, basses or midrange. They are ruggedly constructed for professional use. They are also pretty comfortable with one slight drawback. The plastic padding around each phone fits so snugly around my ears that my ears eventualy get a little too warm.Buy them. You wont be sorry.",5.0,Five Star Headphones,1202428800,"02 8, 2008"
ACBNNQP87PKEY,B00001WRSJ,CAREY BERRYMAN,2,3,I bought these headphones to use at home and at church.  I am involved in the multimedia ministry at my church and these really do a great job.  You won't be disappointed if you get them.,5.0,Best Headphones I've ever owned,1168300800,"01 9, 2007"
ANZHPMJLXBU9T,B00001WRSJ,Casual Guru,0,0,"so sweet and sublime, there isn't anything here that shouldn't be.  great separation and pure, rich sound as it was intended.  awesome, flavored with old-school cool.  buy a pair and find out for yourself.  rock on.",5.0,nothing but the music,1400025600,"05 14, 2014"
A1RH3DQBG3GQW1,B00001WRSJ,cheks,0,0,"I am not an expert on this but based on the quality of the output sound, I would definitely recommend these. I also have sennheisers at the same price and I felt Sony this was better than those head headphones. They are very comfortable on your head and you can wear them for hours without any problem. They look very good and come with a very nice leather pouch and nice packing.",4.0,I would recommend these headphones..,1356393600,"12 25, 2012"
A1U8KP7V6DFXN8,B00001WRSJ,Chris O'Connor,1,1,"I've bought two pairs of these now, only because one was a gift to my Dad.  They're the best sounding I've used for the budget (and budgets hundreds higher).  Just know the ear pad will start to fall apart after awhile, I think it was around two years for me.",5.0,I have trouble buying anything else.,1360627200,"02 12, 2013"
A3E5KFCYN26O2B,B00001WRSJ,"Christian Skorik ""Christian Skorik""",3,4,"These are, by far, the best headphones I've ever owned.  Sony got it right when they invented the MDR-V6's, and that's why they've stayed pretty much the same (even the packaging) for about 30 years.  I'd recommend them to anyone.",5.0,Excellent.,1125014400,"08 26, 2005"
A1SELTWFSOHSJV,B00001WRSJ,"Chuck ""sj00884""",0,0,"and terrific sound. You don't need to spend $200+ on the good doctor's  prescription :). These are a very wise, economical, and sound worthy choice.",5.0,terrific value,1358985600,"01 24, 2013"
A3S0HHSFCDJE1P,B00001WRSJ,cjohnson317,2,2,"Based on all the recommendations on Amazon and around the Internet, this was the best model at my target price. The product actually exceeded my expectations. The sound is superior and the headset is very comfortable. As expected, Sony has not had to update this model for years because you can't improve upon perfection at this price point.",5.0,Definitely get what you pay for... And then some!,1385251200,"11 24, 2013"
AOO41PZSDC7J1,B00001WRSJ,Cliff Chroust,0,0,"I like this headset, sound quality was great!Note:Cord is long.. No I mean really Long...It has an adapter for the large audio jackThey are adjustable for sizeThe ear pads are nice and soft",5.0,Sound quality is great!,1362268800,"03 3, 2013"
A5MTZTDSIBX09,B00001WRSJ,Colby McGehee,1,1,These have become the preferred headphones of choice for tracking. I wasn't expecting much when I picked up a pair of these on Black Friday for $40. I've had numerous people google these after using them to see where they can get them in town quicker. These are the real deal.,5.0,Best Overall Studio Headphone Value,1392422400,"02 15, 2014"
A57TH5BVZMB2L,B00001WRSJ,ConsumerX,1,1,"Good set of cans for mixing and hearing they sound as it was recorded. If you want something for recreational music listening, these might not be for you thought I don't see why these couldn't be used for that. These have a good rep for a reasonable priced headphone for audio mixers etc.",4.0,Happy with mine,1384992000,"11 21, 2013"
A1IF0EV2GXK873,B00001WRSJ,DaveK Miami,1,1,"Bought for my daughter for her sound engineering class.  They are versatile (2 types of connection) for home and studio.  Great sound high and low frequency and buffer ambient sound pretty well.  Highly recommend. Not the best money can buy, but a good deal.",5.0,Studio Quality,1401840000,"06 4, 2014"
A33XZNU0PFPX3Y,B00001WRSJ,"David P. ""ROUSHAC""",0,1,GOOD value for the money. Very nice sound quality and comfortable to wear for long periods.,5.0,GREAT headphones,1230076800,"12 24, 2008"
A24XQKM79FYFV0,B00001WRSJ,D Crouch,0,0,"These are well made headphones and have excellent response in the mid to high end frequencies but come up just a little short in the deep bass response. I did try them with several different sources. I listen to pretty much everything  classic, counrty, folk, rock, you name it( not much on rap or techno ). Compared to my Harmon Kardon and Pioneer speakers  or even cheap Skull Candy earbuds these headphones just didn't cut it for bass.",3.0,Nice Headphones but Lacking in Deep Bass,1370304000,"06 4, 2013"
A1VEOIQ85IRL66,B00001WRSJ,"Dean A. Ellingson ""Clint""",1,1,"I bought 3 different sets of headphones and this is the set I ended up keeping.  These are comfy, sound great, and feel like they will stand up to my daily uses.  Did i mention they sound awesome?>",5.0,best headphones ever,1281139200,"08 7, 2010"
A3H09VQI43K2PJ,B00001WRSJ,D. G. Orr,0,0,"The quality of sound from these phones is fantastic. Easily set-up, wonderful sound.Thanks.",5.0,Tuned to Perfection,1265414400,"02 6, 2010"
A7OAAZPLNSMXJ,B00001WRSJ,"D. Hoffman ""Bix Lives""",1,1,"If you want better sound get the 50mm versions (MDR6506?).  Anyway, this is what we use in professional studios. Aint nothing expensive to buy.  How do you like that?This is what the record you are listening to was mastered with!",5.0,Sony V6,1396828800,"04 7, 2014"
A2OOVMY4NX4CIP,B00001WRSJ,"DJB ""A Creature in Time""",1,1,"I'm listening to Linda Ronstadt singing, Someone to Watch Over Me, as I write this. The sound is clear. There is no overbearing bass, just enough, the high notes sparkle like NYE champagne, and, Linda's Voice is wonderful, fantastic. The headphones don't get in the way of the music.",4.0,Good Neutral Sound; fits bigger head,1386806400,"12 12, 2013"
A2LFDHTL18INZQ,B00001WRSJ,"doug ""Just some dude.""",1,5,"After many headphones I found these and they sound WONDERFUL!! the frequency response of 5 Hz - 30 kHz!!!!!!Unless you are going to spend many hundreds more for studio monitor headphones, don't hesitate purchasing these!!If purchasing for a very discerning ear these sound as good or better than the Bose line that costs twice as much.Bottom line is -- THESE DO NOT SUCK!!!!!But months later,.... NOW IT HAS A BUZZ IN THE RIGHT EAR AND I AM F___ED!!",1.0,Now it's got a buzz in one ear!!!,1366848000,"04 25, 2013"
A20J3G8AWR8F28,B00001WRSJ,Douglas Lacy,0,0,have tried jvc and others but sony is THE BEST for home recording studio and other uses including watching shows,5.0,best in the price range,1357084800,"01 2, 2013"
A1F5865RG4YKHV,B00001WRSJ,doyle Cook,1,1,"Bought these head phones for my wife. She uses them when she flies, they fold up nice and they have better sound quality  than the ones i have that are a lot more expensive. Next ones i buy will be the sony's",5.0,great head phones,1395014400,"03 17, 2014"
A37U6OGB6BRJPQ,B00001WRSJ,D. Reid,1,1,"I've had these headphones for six months and have been very pleased with my investment.  I use them at work and they are very comfortable and the sound is of very high quality, much better than the earbuds I was using before.  The included carrying case is another bonus, as is the folding design which makes these headphones portable enough to take on a plane.",5.0,Can't go wrong with these headphones,1209686400,"05 2, 2008"
A1PB739AHGIX1N,B00001WRSJ,Edward Curley,0,0,I use this to listen to music on my mp3 player at work.  The sound is good but after about an hour my ears begin to hurt and I have to take it off.,3.0,hard to wear,1360368000,"02 9, 2013"
AILIBVWMDLSR3,B00001WRSJ,Fiendship Fun,1,1,best headphones on earth. i actually confused some of the sounds on the records i was listening to for real sounds in my room. xD the bass really comes out and its so rich and distinct. it really had made me fall deeper in love with music.,5.0,mdr-v6 are the last headphones you'll ever need,1221868800,"09 20, 2008"
AWZ47W0194UVT,B00001WRSJ,foo,1,1,it's like a classic headphone but can beat many modern day headphone in terms of sound reproduction and quality.definitely won't regret owning this,5.0,"simple, nice and it just works",1378857600,"09 11, 2013"
A2EZTM9WY5B5IL,B00001WRSJ,Frank J. DeFelice,4,4,"Extended frequency response for harmonics,  thus sound is crystal clear. Also bass response is excellent. Very comfortable on the head and ears. This phone does NOT eliminate ambient noise, nor is it designed to do so.",4.0,Very nice,1213056000,"06 10, 2008"
A1KDLNTVTMT0RA,B00001WRSJ,"Galahan ""Galahan""",0,6,"It sounds great. And over the last year, It has proven to be quite sturdy. Easy to store in the bag that it comes with. I highly recommend it.",5.0,Sounds great,1356566400,"12 27, 2012"
AV8XORAUWHHZJ,B00001WRSJ,G. Carpio,0,0,I was going to buy the professional alternative of these headphones so before I did I read some of the reviews and there wasn't much of a difference I believe the only difference was the 1/4 plug is gold plated and this one isn't but these headphones are worth every penny. I use it for video editing and they rock hard.,5.0,These Sony MDR-V6 are Awesome,1178928000,"05 12, 2007"
A2ME1L7ZCJFQOH,B00001WRSJ,Gravy Robber,1,1,"First of all, I was nearly dissuaded from purchasing these because of complaints about tightness. Anyone who says these are tight probably never wore real headphones before. Depending on how pampered your ears are you may need more padding but that's it. Sound quality is superior and the fact these fold up so nicely make them excellent if you travel. As long as Sony makes these I doubt I will buy another brand/model.",5.0,Most likely the best headphones at its price and more,1237852800,"03 24, 2009"
A35IODHDPM2SLS,B00001WRSJ,Greta J Stager,0,0,Love these have done well and still have great sound and quality just as good as good if not better then the hip hop brands,5.0,High quality,1356912000,"12 31, 2012"
A2O254M30LOZCV,B00001WRSJ,"H. Csuri ""HC""",1,1,"Sony MDR series headphones been always one of the best, no wonder many professional studios are using it! I use mine to play guitar at late and don't bother the neighbors. Once in a while the ear pad has to be replaced [B001DFX2OC",5.0,Great headphoe,1386979200,"12 14, 2013"
A31FYGE53VGBH7,B00001WRSJ,Hector,0,0,"An excellent product, the audio quality is commensurate with the cost. Its design is perfect and comfortable. I've used products like this headset PRO2 and for less money obtiee very similar performance.Excellent, I recommend it.",5.0,"Excellent, I recommend it.",1328745600,"02 9, 2012"
AI0V99FGBKWLB,B00001WRSJ,hqdo124,0,0,"I wasn't looking to spend too much so I found these. The reviews were great and they're comparable to Beats and other high end sets. Only knock is that the coil isn't detachable and the bass isn't that great. But overall, after a month of use, it's the best one I've ever had.",4.0,Perfect budget headphones,1356393600,"12 25, 2012"
A2ZU4ZTPJ8PURX,B00001WRSJ,Hugo,0,0,"Great buy!! I read previous recommendations and made up my mind to get this great headphones.  They are as described. Sounds crispy and I think it gets better as you use them.  Very good isolation, despite you can hear when somebody talks which is a good thing.  Frequency response is amazing and seem to be well built too. Excelent ratio quality-price.",5.0,sony mdr-v6,1348272000,"09 22, 2012"
A13ZFIPTZ0IVGF,B00001WRSJ,"I. Chan ""dcguy""",0,0,"Arrived reasonably quick.  This headphone is from the last generation (age-wise).  It has better quality than many current more expensive name-brand models by different manufacturers.  Good sound quality for the money.  However, I have a big head and feel the headphone clamming on my head overly tight just like several other reviewers have commented.  My son loves it and it doesn't bother him.  He is using it all the time.",4.0,Good sound quality,1359072000,"01 25, 2013"
ACHQT7HI9PFPG,B00001WRSJ,"I. Mitchell ""ropadope""",1,2,I use these every day at work. Comfortable. Great sound. Much better build and sound quality than any other pair I've owned. Tried to talk the kid into these instead of the silly Beats but couldn't do it. Sound quality is a distant second to looks apparently.Could only be better by allowing for easy cord removal. I almost never need a 3m coiled cord. I'll probably follow one of the excellent DIY cord replacements online.,5.0,Phenomenal Sound,1398211200,"04 23, 2014"
AN7AELA3YHNZK,B00001WRSJ,jabbadehut60,1,1,I use these headphones several times a week on my computer to listen to music.  Fantastic sound quality.  One of the best audio purchases I've ever made and I have three surround systems in my home.  Very pleased indeed.  Would buy again !!,5.0,Great Value for the Money,1393718400,"03 2, 2014"
A38L5I9MY8A959,B00001WRSJ,"James Makasiar ""McGyver""",1,1,Thank you Sony. This is a very good headphone. Comfortable on the ears and not so heavy to bring around.,5.0,Very good sound quality and reasonably priced.,1314403200,"08 27, 2011"
A10CT6NX3DLQ8B,B00001WRSJ,"J A ""Papaspud""",0,0,"Can't go wrong with these headphones, the price is right and the sound is very good. I'm no audiophile, and these aren't audiophile priced headphones, but they work great for gaming and music sounds crisp and clear. I would say give these a try if you are looking for reasonably priced headphones that sound good.",5.0,Good for the price,1370995200,"06 12, 2013"
A2FYZRR780Y3PN,B00001WRSJ,Jasoh,0,0,"Buy them. Light, comfortable and great sound. I will say that I was disappointed at first. Initially they are too (painfully) bright, but after about 30 hours I was really impressed.",5.0,Nice cans.,1359244800,"01 27, 2013"
A2A1RBR2MG7LHY,B00001WRSJ,jdog77,1,1,"I can't say enough nice things about these headphones.  You will not be disappointed.  I've had a pair for nearly 10 years and they are still killing it.  Buy a pair now, or spend three times as much for essentially the same headphone.",5.0,You won't find a better headphone at this price point,1319846400,"10 29, 2011"
AJE5S2MH4SERA,B00001WRSJ,"J. Erlich ""Dr. J""",6,8,"Pro:Great sound.  Fairly effective sound isolation.  Well built.Cons:i don't find these headphones to be super comfortable for extended wear.1) They are tight on my head2) My ears are bigger than the hole, so they kind of pinch.It might be that after a while they'll stretch out or relax to my head.... and they will become more comfortable.",3.0,"Great sound, ok comfort",1200268800,"01 14, 2008"
A2SVXQ66G7BWBR,B00001WRSJ,"J. Flaherty ""Give Thanks!""",0,0,"I love these headphones. The sound is superb. Bass, Treble, etc... It's all super good. In the airplane they are just about noise canceling. The only beef I have with these is they are a little loose on the head. I'll take it though. I have used them with a Droid Phone, and I don't think they are quite loud enough sometimes. However, that is just the phones issue I bet.",4.0,Great Headphones. Fit is a little big.,1281830400,"08 15, 2010"
A3Q7LVUP45XLUZ,B00001WRSJ,Jim K,0,0,There has been a degeneration of Sony products.  These headphones are cheaply made (wiring is not concealed) and are not as comfortable and well made as my Sony MDR-V600 headphones that are more than 12 years old. Fortunately Sony still sells replacement earphone covers for the good headphones that it formerly made.,3.0,Not as comfortable as as the headphones that Sony formerly made,1376784000,"08 18, 2013"
A395TYPUVG7KNR,B00001WRSJ,J. Jones,1,1,"Bought for my Nephew as I have a pair that was purchased in 1989 and after replacing the pads are still wonderful.He really likes them and I rarely see him without them now! (He's 15)He's using them with his iPhone, iPad, and notebook.Hopefully he'll get 35+ years out of them.",5.0,Just right for 35+ years!,1396137600,"03 30, 2014"
A1FDYXJ28RDHIS,B00001WRSJ,"J. Miller ""JM""",1,1,"Purchased this set for my father who has difficulty hearing.  He likes to listen to music on an MP3 player while mowing the lawn.  These work well, he says that they sound great and block out a lot of background noise.  He is very please with them.",5.0,Fantastic sound,1322784000,"12 2, 2011"
A3VXOYZYIFKIF2,B00001WRSJ,Joe,0,0,Audio is crisp and clear and design is very comfortable. Even more comfortable when paired with the Beyerdynamic EDT 250 Velour Padded Earcushions.,5.0,EXCELLENT!!!!!,1349568000,"10 7, 2012"
A2WBQ3AMBGQMAO,B00001WRSJ,Joe K.,1,1,"For the price, you can't beat these. I'm an audio nut. These headphones are balanced. Very versatile. Great quality and comfortable fit. Can't see a headphone beating these out (for the price). They sound like $300+ headphones.",5.0,"Excellent. For the price, these can't be beat.",1381363200,"10 10, 2013"
A3S3P2TWEVS69L,B00001WRSJ,John Danley,1,1,I've owned two pair of these headphones over the years.  This pair was a gift for my grandson.  There was a problem with them when I received them.  The insulation on the cable was pulling away at the earphones.  I returned them and Amazon immediately replaced them.  If I ever need another pair this is what I'll buy again.,5.0,Best headphones I've ever owned,1392422400,"02 15, 2014"
A3DF1AEPLTX0CA,B00001WRSJ,John,0,1,I bought these as a gift because I had bought these very same headphones for myself years ago.  I love them.,5.0,Sony MDr-V6 Headphones are excellent,1360454400,"02 10, 2013"
A1K7TS096NFI,B00001WRSJ,John,1,1,Maybe nit Senhiesers but they are very good phone for the $.  This is the second pair I have owned in 25 years.  The first were destroyed by a new puppy in the house.  NOT DOG PROOF!,5.0,These are real headphones!,1376697600,"08 17, 2013"
A3BLG23IUDWFOF,B00001WRSJ,John Ong,1,1,Beautiful sound.  Very clear highs and solid bass.  I also have Sony noise-cancelling phones.  I love Sony products.  Very dependable quality.,5.0,Excellent Headphones,1396224000,"03 31, 2014"
A3BCTEEX0YKXEA,B00001WRSJ,John Plehinger,0,0,"I produce digitally composed music. These are an absolute for anyone that makes computer music, just go ahead and add these quality, comfortable, crisp sounding headphones to your studio.No need to look around at other brands or cheaper/more expensive ones, these are the headphones you are looking for. Trust me.Check out my old tunes at  . Bunch of new songs droppin' in January. My soundcloud will improve now that I have these headphones.",5.0,Was gunna be 4 star... but then I couldn't find anything wrong with them.,1315699200,"09 11, 2011"
A34S0X8F7V9UBK,B00001WRSJ,Jonathan,0,0,"Didn't buy these on amazon, but had to come and pay my respects. I noticed after buying these that a lot of radio programs would use these headphones.",5.0,Very Comfortable,1336348800,"05 7, 2012"
A3NE9ABP7PAYK3,B00001WRSJ,Josepe,1,1,"I have a collection of headphones, but now by far this is my favorite, very comfortable in long use. Highly recommended. On the go they are lightly and when not in use, they fit in the pocket of my regular jacket. I love them, the sound is crystal clear. And for that price nobody can beat them.",5.0,Fantastic,1393718400,"03 2, 2014"
A759KSTT9A8X8,B00001WRSJ,J. R. Becwar,1,1,"Love them, sound fantastic, easy to ware.  I'm a programmer and I ware them for about 6 hours a day every workday while listing to music.-James",5.0,"Super clear sound, very comfortable",1374710400,"07 25, 2013"
A3LHM5YKF4YCMN,B00001WRSJ,J. Shaw,1,1,"I've had these headphones on at a reasonable volume, and I cannot hear people directly in front of me talking to me.  The sound quality is excellent.  I want an extra pair because my husband keeps stealing mine.",5.0,"Excellent Quality Sound, Can't Hear Outside Sounds",1376870400,"08 19, 2013"
AIQZK8PU1F5RA,B00001WRSJ,Juan,0,0,"These headphones are great, when buying these headphones don't expect major hardcore bass because that is not what they are meant for, they are evened out and have a very clear pleasant sound balancing all of the sounds in music, videos, etc.",5.0,Great,1365638400,"04 11, 2013"
A1BPJ55PLYUA77,B00001WRSJ,Julian Compton,1,1,"A relative bargain when compared to &#34;fashion lifestyle&#34; headphones.  The Sony 'phones were always known for being quite good and these out perform many costlier headphones.  The ear pads will fall apart after a year or two, so expect to have to replace them.  This happens to most headphones with this type of ear pad.  This isn't unique to Sony.",4.0,Far better than most 300 dollar headphones.,1361577600,"02 23, 2013"
AURHQ3OVNNSLK,B00001WRSJ,Julio Csar Rojas Snchez,0,1,"I'm very happy with this headphones, however I can't take them to my office. I just enjoy them in my bed and feel in a concert. Great seller, beautiful sony package.",5.0,"Top quality, delivered on time",1364342400,"03 27, 2013"
A2EWTVSGOPKWIT,B00001WRSJ,Katya A,0,0,"Fit perfectly on my head - I'm 5'1&#34;, so some headphones are rather loose because the headband is too big.Great noise cancelation without giving me a headache.Great clear sound",5.0,"good sound, reasonable price",1404432000,"07 4, 2014"
A10AV4PT812CO6,B00001WRSJ,Kaushik Saha,1,2,"Possibly the best headphone I have ever bought. The build quality is great, One complain the ear cushion can ware off easily but I third party replacements are available.",5.0,"Good sound, great build quality!",1382832000,"10 27, 2013"
A25UZ1X4MF9C8L,B00001WRSJ,Keith A. Breunig,3,3,"Not only are these headphones great to listen to,they fit nice and snug. Great sounding phones like these are hard to find at a good price. They are very comfortable and they filter out noise around you. The sound is clear and accurate. I heard sound from my music I never heard before.Thats why I give the Sony MDR-V6, A Best Buy 5 star rating.",5.0,Best Buy!!!!,1254960000,"10 8, 2009"
AQAM9QBPTG66U,B00001WRSJ,Kevin,1,2,"These headphones are great, but I could have saved $90 if I just kept using my, Panasonic RP-HTF600-S Stereo Headphones, instead of looking for ""a better"" pair of headphones to buy.  Also, these Sony headphones have the heavy coil wire which gets to be a little uncomfortable. The heavy coil wire makes it feel more tense as if the headphones are being pulled off your ears.",4.0,High-Priced Headphones!,1377216000,"08 23, 2013"
