,id,Sentence,Aspect Term,polarity,word_count,vector,Aspect_TFIDF
1749,3555,fan spici ethnic food indian includ made friend place long ago ,spici ethnic food ,1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.0
1750,2477,say snack realli set proper dinner ,dinner ,-1,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.4082482904638631
1751,2477,say snack realli set proper dinner ,snack ,0,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.4082482904638631
1752,1095,qualiti food restaur accompani fantast live jazz make place perfect ,qualiti food ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.0
1753,1095,qualiti food restaur accompani fantast live jazz make place perfect ,live jazz ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.0
1754,696,eaten saul mani time food alway consist outrag good ,food ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1755,62,alway ask bartend season beer ,season beer ,1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.0
1756,62,alway ask bartend season beer ,bartend ,0,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
1757,768,visit youll enjoy ambianc fact time sq ,ambianc ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1758,3636,way back nj sinc ny figur grab food ,food ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1759,3695,sandwich tho pricey stuf serv person easili thu cost effect ,sandwich ,2,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.31622776601683794
1760,211,servic food one would expect spend type money ,servic ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1761,211,servic food one would expect spend type money ,food ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1762,524,love atmospher felt like pari ,atmospher ,1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
1763,801,everi cours better next ,cours ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1764,266,staff incred help attent ,staff ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1765,1986,present servic thing magic show work ,servic ,1,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.4082482904638631
1766,1240,appar good cook work ,cook ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1767,1787,yellowtail particularli good well ,yellowtail ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1768,2349,ate clam oreganta spectacular salad perfectli marin cucumb tomato lot shrimp basil ,clam oreganta ,1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.0
1769,2349,ate clam oreganta spectacular salad perfectli marin cucumb tomato lot shrimp basil ,salad perfectli marin cucumb tomato lot shrimp basil ,1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.0
1770,2485,menu chang portion even smaller lentil dish salti beyond edibl basmati rice dish lack flavor ,menu ,-1,15,"[[0.24253563 0.24253563 0.24253563 0.48507125 0.24253563 0.24253563
  0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.24253562503633297
1771,2485,menu chang portion even smaller lentil dish salti beyond edibl basmati rice dish lack flavor ,portion ,-1,15,"[[0.24253563 0.24253563 0.24253563 0.48507125 0.24253563 0.24253563
  0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.24253562503633297
1772,2485,menu chang portion even smaller lentil dish salti beyond edibl basmati rice dish lack flavor ,lentil dish ,-1,15,"[[0.24253563 0.24253563 0.24253563 0.48507125 0.24253563 0.24253563
  0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.0
1773,2485,menu chang portion even smaller lentil dish salti beyond edibl basmati rice dish lack flavor ,basmati rice dish ,-1,15,"[[0.24253563 0.24253563 0.24253563 0.48507125 0.24253563 0.24253563
  0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.0
1774,2485,menu chang portion even smaller lentil dish salti beyond edibl basmati rice dish lack flavor ,flavor ,-1,15,"[[0.24253563 0.24253563 0.24253563 0.48507125 0.24253563 0.24253563
  0.24253563 0.24253563 0.24253563 0.24253563 0.24253563 0.24253563
  0.24253563 0.24253563]]",0.24253562503633297
1775,2412,spice sleek modern cool menu hurt wallet ,menu ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1776,2647,patroon featur nice cigar bar great staff ,cigar bar ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.0
1777,2647,patroon featur nice cigar bar great staff ,staff ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1778,714,afford excel ambient ,ambient ,1,3,[[0.57735027 0.57735027 0.57735027]],0.5773502691896258
1779,3002,import sushi rival best tokyo ,sushi ,1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
1780,2616,never cheescak like ,cheescak ,1,3,[[0.57735027 0.57735027 0.57735027]],0.5773502691896258
1781,2969,bill littl high worth ,bill ,2,4,[[0.5 0.5 0.5 0.5]],0.5
1782,2410,cowork wait almost hour deliveri discov got order ,deliveri ,-1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1783,3206,goto date well entertain town guest ,entertain ,1,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.4082482904638631
1784,837,peopl rave ambienc ,ambienc ,-1,3,[[0.57735027 0.57735027 0.57735027]],0.5773502691896258
1785,1244,meet friend drink lafayett happen walk thai angel famish ,drink ,0,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1786,1343,fluke sashimi drizzl jalapenolim oliv oil fruit oil nice highlight fish sweet ,fluke sashimi ,1,12,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.53452248 0.26726124 0.26726124 0.26726124]]",0.0
1787,1343,fluke sashimi drizzl jalapenolim oliv oil fruit oil nice highlight fish sweet ,jalapenolim oliv oil ,1,12,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.53452248 0.26726124 0.26726124 0.26726124]]",0.0
1788,1343,fluke sashimi drizzl jalapenolim oliv oil fruit oil nice highlight fish sweet ,fruit oil ,1,12,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.53452248 0.26726124 0.26726124 0.26726124]]",0.0
1789,1343,fluke sashimi drizzl jalapenolim oliv oil fruit oil nice highlight fish sweet ,fish ,1,12,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.53452248 0.26726124 0.26726124 0.26726124]]",0.2672612419124244
1790,348,great sushi experi ,sushi ,1,3,[[0.57735027 0.57735027 0.57735027]],0.5773502691896258
1791,1956,your look great meal decent price go del frisco ,meal ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1792,1956,your look great meal decent price go del frisco ,price ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1793,2039,charg rice ,rice ,-1,2,[[0.70710678 0.70710678]],0.7071067811865475
1794,2990,steak au poivr one worst ive ,steak au poivr ,-1,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.0
1795,1779,owner staff japanes well add entir ambianc ,staff ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1796,1779,owner staff japanes well add entir ambianc ,ambianc ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1797,1779,owner staff japanes well add entir ambianc ,owner ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1798,142,tri conge donut like deep fri dough call ow ley soh delici sweet tast bread ,conge ,1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.2581988897471611
1799,142,tri conge donut like deep fri dough call ow ley soh delici sweet tast bread ,bread ,1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.2581988897471611
1800,142,tri conge donut like deep fri dough call ow ley soh delici sweet tast bread ,donut like deep fri dough call ow ley soh ,1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.0
1801,2768,although tabl may close situat candlelight foodqual servic overcompens ,candlelight ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1802,2768,although tabl may close situat candlelight foodqual servic overcompens ,foodqual ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1803,2768,although tabl may close situat candlelight foodqual servic overcompens ,servic ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1804,2768,although tabl may close situat candlelight foodqual servic overcompens ,tabl ,-1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1805,812,food delici waiter incred help attent consid one first hour ,food ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.31622776601683794
1806,812,food delici waiter incred help attent consid one first hour ,waiter ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.31622776601683794
1807,218,spectacular caviar hospit waitstaff felt like royalti enjoy everi second ,caviar ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.31622776601683794
1808,218,spectacular caviar hospit waitstaff felt like royalti enjoy everi second ,waitstaff ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.31622776601683794
1809,1204,perhap food consid extrem upper east side resid rest us whove actual eaten ethnic food simpli dull ,food ,2,17,"[[0.22941573 0.22941573 0.22941573 0.22941573 0.22941573 0.22941573
  0.22941573 0.45883147 0.22941573 0.22941573 0.22941573 0.22941573
  0.22941573 0.22941573 0.22941573 0.22941573]]",0.4588314677411235
1810,1204,perhap food consid extrem upper east side resid rest us whove actual eaten ethnic food simpli dull ,ethnic food ,-1,17,"[[0.22941573 0.22941573 0.22941573 0.22941573 0.22941573 0.22941573
  0.22941573 0.45883147 0.22941573 0.22941573 0.22941573 0.22941573
  0.22941573 0.22941573 0.22941573 0.22941573]]",0.0
1811,811,place real empti first sunday ever open ,place ,-1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1812,2239,littl place definit exceed expect sure get lot food money ,food ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.31622776601683794
1813,2239,littl place definit exceed expect sure get lot food money ,money ,1,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.31622776601683794
1814,2239,littl place definit exceed expect sure get lot food money ,place ,2,10,"[[0.31622777 0.31622777 0.31622777 0.31622777 0.31622777 0.31622777
  0.31622777 0.31622777 0.31622777 0.31622777]]",0.31622776601683794
1815,3493,ambienc delight servic impecc ,ambienc ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1816,3493,ambienc delight servic impecc ,servic ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1817,503,servic excel ac work well thank god hot ,servic ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1818,503,servic excel ac work well thank god hot ,ac ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1819,3236,get sens peopl care restaur experi nice ,peopl ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1820,1606,delici cook friendli will take moment speak shake hand ,cook ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1821,300,friend order special sushi roll excel present tast great ,sushi roll ,1,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.0
1822,2334,although warn dinner menu sit take price differ ,price ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1823,2334,although warn dinner menu sit take price differ ,dinner menu sit ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.0
1824,2334,although warn dinner menu sit take price differ ,take ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1825,2079,staff accomod food absolut delici place love ,staff ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1826,2079,staff accomod food absolut delici place love ,food ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1827,2079,staff accomod food absolut delici place love ,place ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1828,1424,pick scallion pancak fri veget juic special tasti guizhou chicken shred squid famili style one person favorit sichuan spici soft shell crab shuizhu fish one hardcor sichuan food fan wouldnt recommend american friend spici ,scallion pancak ,1,34,"[[0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.31622777 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388]]",0.0
1829,1424,pick scallion pancak fri veget juic special tasti guizhou chicken shred squid famili style one person favorit sichuan spici soft shell crab shuizhu fish one hardcor sichuan food fan wouldnt recommend american friend spici ,veget juic ,1,34,"[[0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.31622777 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388]]",0.0
1830,1424,pick scallion pancak fri veget juic special tasti guizhou chicken shred squid famili style one person favorit sichuan spici soft shell crab shuizhu fish one hardcor sichuan food fan wouldnt recommend american friend spici ,guizhou chicken ,1,34,"[[0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.31622777 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388]]",0.0
1831,1424,pick scallion pancak fri veget juic special tasti guizhou chicken shred squid famili style one person favorit sichuan spici soft shell crab shuizhu fish one hardcor sichuan food fan wouldnt recommend american friend spici ,shred squid famili style ,1,34,"[[0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.31622777 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388]]",0.0
1832,1424,pick scallion pancak fri veget juic special tasti guizhou chicken shred squid famili style one person favorit sichuan spici soft shell crab shuizhu fish one hardcor sichuan food fan wouldnt recommend american friend spici ,sichuan spici soft shell crab ,1,34,"[[0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.31622777 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388]]",0.0
1833,1424,pick scallion pancak fri veget juic special tasti guizhou chicken shred squid famili style one person favorit sichuan spici soft shell crab shuizhu fish one hardcor sichuan food fan wouldnt recommend american friend spici ,shuizhu fish ,1,34,"[[0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.31622777 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388]]",0.0
1834,1424,pick scallion pancak fri veget juic special tasti guizhou chicken shred squid famili style one person favorit sichuan spici soft shell crab shuizhu fish one hardcor sichuan food fan wouldnt recommend american friend spici ,sichuan food ,0,34,"[[0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388 0.15811388 0.15811388 0.15811388 0.31622777 0.15811388
  0.15811388 0.31622777 0.15811388 0.15811388 0.15811388 0.15811388
  0.15811388]]",0.0
1835,1294,smell like stuff old can veget like spinach mushroom calzon ,spinach mushroom calzon ,-1,10,"[[0.28867513 0.28867513 0.57735027 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513]]",0.0
1836,1294,smell like stuff old can veget like spinach mushroom calzon ,can veget ,-1,10,"[[0.28867513 0.28867513 0.57735027 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513]]",0.0
1837,2361,celebr birthday three us went mare anticip great food ,food ,0,9,"[[0.33333333 0.33333333 0.33333333 0.33333333 0.33333333 0.33333333
  0.33333333 0.33333333 0.33333333]]",0.3333333333333333
1838,316,great deal blue point oyster beer glass wine ,blue point oyster ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.0
1839,316,great deal blue point oyster beer glass wine ,beer ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1840,316,great deal blue point oyster beer glass wine ,glass wine ,0,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.0
1841,1393,realli like noodl dish rice avenu compar green curri dish ,noodl dish ,1,10,"[[0.28867513 0.28867513 0.28867513 0.57735027 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513]]",0.0
1842,1393,realli like noodl dish rice avenu compar green curri dish ,green curri dish ,-1,10,"[[0.28867513 0.28867513 0.28867513 0.57735027 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513]]",0.0
1843,1317,whatev reason price twice high ,price ,-1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
1844,1213,rel new area tri pick bgel 2nd disappoint servic thought food over pricey side ,servic ,-1,14,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.26726124]]",0.2672612419124244
1845,1213,rel new area tri pick bgel 2nd disappoint servic thought food over pricey side ,food ,-1,14,"[[0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.26726124 0.26726124 0.26726124 0.26726124 0.26726124
  0.26726124 0.26726124]]",0.2672612419124244
1846,1281,great atmosher worth everi bit ,atmosher ,1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
1847,2262,spici tuna roll unusu good rock shrimp tempura awesom great appet share ,spici tuna roll ,1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.0
1848,2262,spici tuna roll unusu good rock shrimp tempura awesom great appet share ,rock shrimp tempura ,1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.0
1849,2262,spici tuna roll unusu good rock shrimp tempura awesom great appet share ,appet ,1,12,"[[0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513
  0.28867513 0.28867513 0.28867513 0.28867513 0.28867513 0.28867513]]",0.2886751345948129
1850,3456,staff knowledg full person ,staff ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1851,1738,great staff ,staff ,1,2,[[0.70710678 0.70710678]],0.7071067811865475
1852,1081,complaint would averag cost per meal id like worri find seat ,cost ,-1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
1853,1081,complaint would averag cost per meal id like worri find seat ,meal ,0,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
1854,1081,complaint would averag cost per meal id like worri find seat ,seat ,-1,11,"[[0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
  0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]]",0.30151134457776363
1855,1117,finish delight dinner experi must dessert especi white chocol bread pud gelato hot chocol ,dessert ,1,14,[[0.25 0.5  0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25]],0.25
1856,1117,finish delight dinner experi must dessert especi white chocol bread pud gelato hot chocol ,white chocol bread pud gelato hot chocol ,1,14,[[0.25 0.5  0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25]],0.0
1857,1117,finish delight dinner experi must dessert especi white chocol bread pud gelato hot chocol ,dinner ,1,14,[[0.25 0.5  0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25]],0.25
1858,306,banana tower amaz dessert well ,banana tower ,1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.0
1859,306,banana tower amaz dessert well ,dessert ,1,5,[[0.4472136 0.4472136 0.4472136 0.4472136 0.4472136]],0.4472135954999579
1860,94,excel atmospher delici dish good friendli servic ,atmospher ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1861,94,excel atmospher delici dish good friendli servic ,dish ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1862,94,excel atmospher delici dish good friendli servic ,servic ,1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1863,1015,cool place hang friend coupl healthi drink dessert ,place ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1864,1015,cool place hang friend coupl healthi drink dessert ,drink ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1865,1015,cool place hang friend coupl healthi drink dessert ,dessert ,1,8,"[[0.35355339 0.35355339 0.35355339 0.35355339 0.35355339 0.35355339
  0.35355339 0.35355339]]",0.35355339059327373
1866,1901,great vibe lot peopl ,vibe ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1867,2422,like mamoun food well side side kati roll produc tastier food hand ,food ,1,12,[[0.5  0.25 0.25 0.25 0.25 0.25 0.25 0.5  0.25 0.25]],0.5
1868,2422,like mamoun food well side side kati roll produc tastier food hand ,food ,1,12,[[0.5  0.25 0.25 0.25 0.25 0.25 0.25 0.5  0.25 0.25]],0.5
1869,1607,servic bit slow harken back year grow napoli itali thing rush sit dinner tabl night ,servic ,-1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.2581988897471611
1870,1607,servic bit slow harken back year grow napoli itali thing rush sit dinner tabl night ,dinner ,0,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.2581988897471611
1871,1607,servic bit slow harken back year grow napoli itali thing rush sit dinner tabl night ,tabl ,1,15,"[[0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889 0.25819889 0.25819889 0.25819889
  0.25819889 0.25819889 0.25819889]]",0.2581988897471611
1872,2793,wasnt ice cake tiramisu resembl noth ever ,ice cake ,-1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.0
1873,2793,wasnt ice cake tiramisu resembl noth ever ,tiramisu ,-1,7,"[[0.37796447 0.37796447 0.37796447 0.37796447 0.37796447 0.37796447
  0.37796447]]",0.3779644730092272
1874,2332,great food price reason ,food ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1875,2332,great food price reason ,price ,1,4,[[0.5 0.5 0.5 0.5]],0.5
1876,215,wine list huge def well select ,wine list ,2,6,[[0.40824829 0.40824829 0.40824829 0.40824829 0.40824829 0.40824829]],0.0
